"Timestamp","Vilken åldersgrupp tillhör du?","Är du prenumerant hos DN?","Hur troligt är det att du tecknar paketet?","","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?"
"2021/03/22 10:37:07 am CET","Under 30 år","Nej och har aldrig varit","1","jag är under 18","1","1","1","1","1","1","1"
"2021/03/22 10:37:46 am CET","Över 65 år","Ja (enbart digitalt)","1","","1","3","2","1","3","3","1"
"2021/03/22 10:37:46 am CET","Över 65 år","Ja (papperstidning)","1","Tycker inte om att läsa media i telefon. Blir snuttar.","1","1","1","1","1","1","1"
"2021/03/22 10:38:27 am CET","40-65 år","Ja (enbart digitalt)","4","Inga annonser. Ett extra konto. ","2","3","1","5","5","2","5"
"2021/03/22 10:38:43 am CET","40-65 år","Ja (enbart digitalt)","1","Dn är inte min huvudtidning högt pris","2","5","1","1","3","3","1"
"2021/03/22 10:39:16 am CET","40-65 år","Ja (enbart digitalt)","3","","1","5","1","3","5","5","1"
"2021/03/22 10:39:18 am CET","Över 65 år","Ja (papperstidning)","2","","2","2","2","2","2","2","2"
"2021/03/22 10:39:44 am CET","40-65 år","Ja (enbart digitalt)","3","Behöver ett tydligare användarperspektiv på hur detta paket förbättrar min läsarupplevelse. ","1","4","2","1","4","4","1"
"2021/03/22 10:40:42 am CET","Över 65 år","Nej, men har varit förut","1","förut betalade 99 kr var lagom men DN viktig tidning men ojämn och nu kollar mycket kvartal.","1","3","1","1","3","3","1"
"2021/03/22 10:40:54 am CET","Över 65 år","Nej, men har varit förut","3","Alt är digitaltHinner inte läsaTrött på det digitala. ","3","3","3","3","4","4","3"
"2021/03/22 10:41:25 am CET","Över 65 år","Ja (papperstidning)","4","slipper annonser","2","2","2","3","2","4","2"
"2021/03/22 10:41:56 am CET","Över 65 år","Ja (enbart digitalt)","2","för dyrt","3","5","2","3","3","1","2"
"2021/03/22 10:42:05 am CET","40-65 år","Ja (enbart digitalt)","1","Jag tycker inte att det är värt det helt enkelt.","1","3","1","1","5","1","1"
"2021/03/22 10:43:59 am CET","40-65 år","Ja (enbart digitalt)","1","Har redan prenumeration & annonsblockerare","1","1","1","1","1","1","1"
"2021/03/22 10:45:04 am CET","Över 65 år","Ja (papperstidning)","3","Prioriterar papperstidningen","2","1","2","3","1","1","2"
"2021/03/22 10:45:41 am CET","40-65 år","Ja (papperstidning)","5","vill bläddra in en tidning, i varje fall på helgen.","4","4","4","4","2","2","3"
"2021/03/22 10:45:46 am CET","Över 65 år","Ja (enbart digitalt)","1","Upptagen, saknar tid.","1","4","1","1","3","3","1"
"2021/03/22 10:46:17 am CET","40-65 år","Ja (papperstidning)","4","Utan annonser och det extra kontot","2","4","2","3","1","2","2"
"2021/03/22 10:46:17 am CET","40-65 år","Ja (enbart digitalt)","4","","2","5","2","2","4","4","2"
"2021/03/22 10:46:18 am CET","Över 65 år","Ja (papperstidning)","2","Prenumerar redan på papperstidningen och får detta gratis","2","2","2","2","2","2","2"
"2021/03/22 10:47:28 am CET","30-39 år","Ja (enbart digitalt)","1","230:- dyrare för att slippa reklam? Nuvarande pris är redan för högt för en tjänst som visar reklam...","3","5","2","3","5","3","2"
"2021/03/22 10:48:04 am CET","40-65 år","Nej, men har varit förut","1","Priset är för högt med tanke på kvaliteten. Alltför ofta intar DN en agendadrivande journalistik istället för att ärligt försöka skildra den objektiva sanningen.","1","5","1","3","4","5","1"
"2021/03/22 10:48:33 am CET","40-65 år","Ja (papperstidning)","3","Vi har idag helgprenumeration och jag uppskattar att ha papperstidning emellanåt. Tycker inte heller att det är viktigt att inte se annonserna. DNs annonser är helt ok","3","5","3","4","3","1","2"
"2021/03/22 10:48:50 am CET","Över 65 år","Ja (enbart digitalt)","1","för dyrt","2","5","1","2","2","1","3"
"2021/03/22 10:48:51 am CET","40-65 år","Ja (papperstidning)","1","","3","4","2","4","3","2","2"
"2021/03/22 10:49:16 am CET","40-65 år","Ja (enbart digitalt)","1","Alldeles för mycket pengar för tidningsprenumeration","1","5","2","1","4","4","1"
"2021/03/22 10:49:47 am CET","Över 65 år","Ja (enbart digitalt)","1","För dyrt","2","5","2","2","1","1","2"
"2021/03/22 10:49:52 am CET","40-65 år","Ja (enbart digitalt)","4","Bra journalistik måste få kosta. Har dock blivit något mer skeptisk till DN under pandemin pga er tydliga agenda. Synd. Det har varit en besvikelse. ","5","5","5","5","5","5","5"
"2021/03/22 10:50:05 am CET","40-65 år","Ja (papperstidning)","3","Papperstidning är dyrt, förstår att distribution kostar.","1","1","1","1","1","1","1"
"2021/03/22 10:50:13 am CET","40-65 år","Ja (enbart digitalt)","2","Jag är egentligen inte så road av att läsa digitalt.","2","4","2","2","4","4","2"
"2021/03/22 10:50:23 am CET","Över 65 år","Ja (enbart digitalt)","2","Behöver endast ett konto. Inte intresserad av nyhetsarkivet","3","3","2","2","3","3","3"
"2021/03/22 10:50:31 am CET","40-65 år","Ja (enbart digitalt)","1","För dyrt.","1","1","1","1","1","1","1"
"2021/03/22 10:50:54 am CET","40-65 år","Ja (enbart digitalt)","1","Alldeles för dyrt för mig","2","3","2","2","4","2","2"
"2021/03/22 10:51:17 am CET","Över 65 år","Ja (papperstidning)","1","Nöjd med papperstidningen.","1","1","2","2","1","2","1"
"2021/03/22 10:51:43 am CET","40-65 år","Ja (papperstidning)","4","Intressant läsning.Bra värdegrund.","4","5","5","5","4","5","4"
"2021/03/22 10:51:49 am CET","40-65 år","Ja (papperstidning)","3","Högt pris för helt digital prenumeration","4","5","3","4","3","3","3"
"2021/03/22 10:53:05 am CET","40-65 år","Ja (papperstidning)","2","","3","4","2","3","3","3","3"
"2021/03/22 10:53:36 am CET","40-65 år","Ja (papperstidning)","2","Ingen papperstidninig ingår","3","4","2","3","5","1","3"
"2021/03/22 10:54:08 am CET","30-39 år","Ja (papperstidning)","3","Bra att slippa annonser och att man får ett extra konto.","3","5","2","3","4","3","3"
"2021/03/22 10:54:43 am CET","30-39 år","Ja (enbart digitalt)","4","","2","3","2","3","4","5","3"
"2021/03/22 10:54:56 am CET","40-65 år","Ja (papperstidning)","2","för dyrt för endast digital tidning. jag föredrar papperstidning, även om det är fint att också ha digital.","2","4","2","2","2","3","3"
"2021/03/22 10:55:13 am CET","40-65 år","Nej, men har varit förut","2","Tycker det är dyrt att binda sig. Tidsbrist, kan man säga upp på stört så ok - ingen bindningstid! ","3","4","2","2","4","3","2"
"2021/03/22 10:55:21 am CET","40-65 år","Ja (enbart digitalt)","2","Dyrt ","2","4","2","2","4","4","2"
"2021/03/22 10:55:29 am CET","40-65 år","Ja (enbart digitalt)","1","För dyrt och för omfattande för mitt behov","2","2","1","2","5","3","1"
"2021/03/22 10:55:34 am CET","30-39 år","Ja (enbart digitalt)","3","Har digital prenumeration även av lokal tidning, UNT, samt Spotify, Netflix, HBO, Podme, Discovery Play. Blir mycket pengar som helhet.","5","5","3","4","5","5","5"
"2021/03/22 10:55:56 am CET","Över 65 år","Ja (papperstidning)","4","","4","4","3","3","4","2","3"
"2021/03/22 10:56:52 am CET","40-65 år","Ja (papperstidning)","3","","4","4","4","5","5","4","4"
"2021/03/22 10:57:16 am CET","40-65 år","Ja (papperstidning)","4","bekvämt att hela tidningen via www, man får nya nyheter löpande","3","4","3","2","3","3","3"
"2021/03/22 10:57:21 am CET","40-65 år","Ja (enbart digitalt)","3","Bra att det är utan annonser men priset är ett gränsfall","4","5","4","4","2","2","3"
"2021/03/22 10:57:40 am CET","40-65 år","Ja (enbart digitalt)","1","","2","5","1","2","5","1","2"
"2021/03/22 10:59:39 am CET","Över 65 år","Ja (enbart digitalt)","3","Har nu tidningen fredag - söndag, inte då intresserad av annonser, vill följa intressanta artiklar o nyheter men att h tidningen varje dag blir så mkt papper! Vill följa nyheter!!!","2","2","3","2","3","3","3"
"2021/03/22 10:59:44 am CET","30-39 år","Nej, men har varit förut","1","För dyrt.","3","3","1","4","5","4","4"
"2021/03/22 11:00:00 am CET","40-65 år","Ja (papperstidning)","4","Använder dn online ofta och det är därför bra värde för pengarna","5","5","3","5","5","3","5"
"2021/03/22 11:00:05 am CET","Över 65 år","Ja (enbart digitalt)","1","för dyrt","1","3","1","1","4","3","1"
"2021/03/22 11:00:12 am CET","40-65 år","Ja (enbart digitalt)","1","Nöjd med det jag har.","1","1","1","1","1","1","1"
"2021/03/22 11:00:48 am CET","Över 65 år","Ja (papperstidning)","2","För dyrt, idag drygt 2000 kr för söndagstidn + E-tidn","4","3","4","4","3","3","4"
"2021/03/22 11:01:45 am CET","Över 65 år","Ja (papperstidning)","4","","2","2","3","2","2","1","3"
"2021/03/22 11:02:09 am CET","Över 65 år","Ja (enbart digitalt)","1","För dyrt","1","2","1","2","1","1","1"
"2021/03/22 11:02:12 am CET","40-65 år","Ja (enbart digitalt)","1","Inget mervärde för mig utöver billigaste digitala prenumeration.","1","5","1","1","4","3","1"
"2021/03/22 11:02:14 am CET","30-39 år","Ja (enbart digitalt)","2","+ att det är utan reklam, men för mig är det för dyrt. jag tjänar väldigt lite, och att ens börja betala för nyheter sved när man vant sig med att via internet var det gratis.","1","5","1","1","4","4","1"
"2021/03/22 11:03:09 am CET","40-65 år","Ja (enbart digitalt)","2","priset","2","5","2","2","4","4","2"
"2021/03/22 11:03:29 am CET","Över 65 år","Ja (papperstidning)","2","jag gill papperstidningen och läser ibland någon artikel digitalt särskilt när jag är på resa.","1","2","1","2","2","2","2"
"2021/03/22 11:04:24 am CET","40-65 år","Ja (enbart digitalt)","1","Alldeles för dyrt","1","4","1","1","4","4","1"
"2021/03/22 11:04:42 am CET","40-65 år","Nej, men har varit förut","2","För dyrt för mig just nu.","2","2","1","2","2","2","2"
"2021/03/22 11:05:38 am CET","30-39 år","Ja (enbart digitalt)","1","Alldeles för dyrt ","2","3","1","1","4","3","2"
"2021/03/22 11:05:40 am CET","40-65 år","Ja (enbart digitalt)","1","Väldigt högt pris, inte värt för att exempelvis slippa annonser ","4","2","2","5","3","2","2"
"2021/03/22 11:05:53 am CET","Över 65 år","Nej, men har varit förut","3","","1","5","1","1","1","1","1"
"2021/03/22 11:06:03 am CET","40-65 år","Ja (enbart digitalt)","3","Gillar annonser och behöver endast ett konto","2","4","2","2","3","3","3"
"2021/03/22 11:06:19 am CET","40-65 år","Ja (enbart digitalt)","1","läser bara digitalt aktuell tidning och internationella tidningar","1","4","1","1","4","4","1"
"2021/03/22 11:06:33 am CET","40-65 år","Ja (papperstidning)","2","Dyrt i förh t at men önskar fler tidningsprenumerationer","4","3","2","5","5","4","4"
"2021/03/22 11:06:41 am CET","40-65 år","Nej, men har varit förut","1","Lite väl högt prissatt med tanke på att de flesta nyheter (globala) finns gratis redan","2","4","2","2","4","4","2"
"2021/03/22 11:07:23 am CET","40-65 år","Ja (enbart digitalt)","1","För dyrt","1","5","1","1","3","2","1"
"2021/03/22 11:07:52 am CET","40-65 år","Nej, men har varit förut","1","","1","4","1","1","3","3","1"
"2021/03/22 11:07:59 am CET","30-39 år","Ja (enbart digitalt)","2","Det är dyrt och jag föredrar egentligen papperstidningen. ","2","4","2","2","4","4","3"
"2021/03/22 11:08:15 am CET","Över 65 år","Ja (enbart digitalt)","1","För dyrt","1","5","1","1","5","5","1"
"2021/03/22 11:09:13 am CET","Över 65 år","Ja (papperstidning)","2","Dagens höjdpunkt att i lugn och ro läsa DN som papperstidning. Vi är fler i familjen som vill läsa DN utan att ockupera datorn !","2","2","2","2","2","2","2"
"2021/03/22 11:11:12 am CET","40-65 år","Ja (enbart digitalt)","1","Dyrt. Extra konto ointressant.","2","5","2","2","4","4","1"
"2021/03/22 11:11:30 am CET","40-65 år","Ja (papperstidning)","2","Den vanliga räcker för tillfället","2","2","2","2","2","5","2"
"2021/03/22 11:11:38 am CET","Över 65 år","Ja (papperstidning)","3","Uppskattar en papperstidning. E-DN används endast under resa","3","4","2","4","2","2","2"
"2021/03/22 11:11:41 am CET","30-39 år","Ja (enbart digitalt)","1","Annonserna stör mig inte, och i övrigt är kontot dirare än min nuvarande digital-prenumeration. ","5","4","2","5","5","3","5"
"2021/03/22 11:12:21 am CET","40-65 år","Ja (enbart digitalt)","1","För högt månadspris.","1","5","1","1","2","2","1"
"2021/03/22 11:12:38 am CET","40-65 år","Nej, men har varit förut","2","Anser att DN idag varken är tillräckligt attraktiv för mina behov av journalistik, bevakning av ekonomi/placeringar eller sport. Anser att SvD är den tidning idag som motsvarar mina behov. ","2","2","2","2","2","2","2"
"2021/03/22 11:13:03 am CET","Över 65 år","Ja (enbart digitalt)","1","Jag är nöjd med det jag har.","1","5","1","1","1","1","1"
"2021/03/22 11:13:24 am CET","Under 30 år","Nej och har aldrig varit","1","jag vet it varför jag skulle vilja betala så mycket pengar.","1","1","1","1","1","1","1"
"2021/03/22 11:13:39 am CET","40-65 år","Ja (enbart digitalt)","3","Skulle önska ett mer anpassat och bättre digitalt innehåll än det som erbjuds. Nu är det heller knappt läsbart med alla annonser trots att man betalare","4","5","3","4","4","4","3"
"2021/03/22 11:13:45 am CET","Över 65 år","Ja (enbart digitalt)","1","Har inte råd.","1","5","1","1","1","1","1"
"2021/03/22 11:13:49 am CET","40-65 år","Nej, men har varit förut","2","För högt pris","2","3","2","1","5","4","2"
"2021/03/22 11:13:55 am CET","40-65 år","Ja (papperstidning)","2","Väldigt dyrt för det paketet ","2","5","1","1","1","1","2"
"2021/03/22 11:14:17 am CET","Över 65 år","Ja (enbart digitalt)","1","För mycket som inte intresserar","1","5","1","1","1","1","1"
"2021/03/22 11:14:50 am CET","40-65 år","Nej, men har varit förut","1","Hinner inte utnyttja","1","1","1","1","3","3","1"
"2021/03/22 11:15:31 am CET","Över 65 år","Ja (enbart digitalt)","2","Fler funktioner än som behövs","2","4","3","2","1","1","2"
"2021/03/22 11:15:43 am CET","40-65 år","Ja (enbart digitalt)","2","för dyrt","1","2","1","1","2","2","1"
"2021/03/22 11:16:31 am CET","Över 65 år","Ja (enbart digitalt)","2","För dyrt pris","2","2","3","2","4","4","2"
"2021/03/22 11:16:49 am CET","40-65 år","Ja (enbart digitalt)","2","Det innehåll som finns i den digitala tidningen räcker för mig.","2","2","2","2","2","2","2"
"2021/03/22 11:16:55 am CET","40-65 år","Ja (papperstidning)","1","Har redan detta i min prenumeration.","1","1","1","1","1","1","1"
"2021/03/22 11:17:25 am CET","40-65 år","Ja (enbart digitalt)","2","Pris","2","5","2","4","4","4","2"
"2021/03/22 11:17:31 am CET","Under 30 år","Nej och har aldrig varit","1","det är för dyrt.","1","1","1","1","1","1","1"
"2021/03/22 11:18:44 am CET","Över 65 år","Ja (enbart digitalt)","1","Jag har inte råd med det.","1","4","1","1","1","1","1"
"2021/03/22 11:19:21 am CET","40-65 år","Ja (enbart digitalt)","1","Dyrt, har inget behov av extra konto","1","2","1","1","4","4","1"
"2021/03/22 11:21:41 am CET","Under 30 år","Ja (enbart digitalt)","2","Har inget behov av extrakonto och är obrydd kring annonser","3","4","2","2","2","4","2"
"2021/03/22 11:22:19 am CET","40-65 år","Ja (enbart digitalt)","1","Fullkomligt verklighetsfrånvänd prissättning. Förutsätter att det är ett skämt.","1","5","1","1","4","4","1"
"2021/03/22 11:22:27 am CET","40-65 år","Ja (enbart digitalt)","1","För dyrt","1","5","1","1","4","1","1"
"2021/03/22 11:22:35 am CET","40-65 år","Ja (enbart digitalt)","1","För högt pris","4","5","3","4","1","1","2"
"2021/03/22 11:22:58 am CET","30-39 år","Ja (papperstidning)","1","Annonser stör inte. För det priset vill jag även ha papperstidningen","3","4","3","3","3","4","3"
"2021/03/22 11:23:48 am CET","40-65 år","Ja (enbart digitalt)","2","För dyrt","3","4","3","3","4","2","3"
"2021/03/22 11:23:50 am CET","Över 65 år","Ja (papperstidning)","1","Jag vill läsa en papperstidning och är nöjd med  det","1","1","1","1","1","1","1"
"2021/03/22 11:23:59 am CET","40-65 år","Ja (enbart digitalt)","1","Skrattretande prissättning.","1","5","1","1","4","4","1"
"2021/03/22 11:24:01 am CET","40-65 år","Ja (papperstidning)","1","För dyrt","1","3","1","1","3","3","1"
"2021/03/22 11:24:30 am CET","40-65 år","Ja (papperstidning)","1","Gillar papperstidningen på helgerna","1","1","1","1","1","1","1"
"2021/03/22 11:24:38 am CET","30-39 år","Ja (enbart digitalt)","2","","2","4","2","3","4","4","2"
"2021/03/22 11:24:50 am CET","40-65 år","Ja (papperstidning)","1","","1","1","1","1","1","1","1"
"2021/03/22 11:25:49 am CET","40-65 år","Ja (enbart digitalt)","1","Har prenumeration genom arbetet vilket kräver årsvis faktura.","1","1","1","1","1","1","1"
"2021/03/22 11:26:33 am CET","40-65 år","Ja (enbart digitalt)","2","Läser enbart en mindre del av hela DNs utbud och därför känns ett premiumpaket för stort","2","4","2","3","3","2","4"
"2021/03/22 11:27:04 am CET","30-39 år","Ja (enbart digitalt)","4","Inga annonser! ","3","5","2","2","5","2","3"
"2021/03/22 11:27:24 am CET","Över 65 år","Ja (enbart digitalt)","1","","1","5","1","1","3","3","1"
"2021/03/22 11:27:55 am CET","40-65 år","Ja (enbart digitalt)","1","Jag tycker att priset är för högt","1","4","1","1","4","4","1"
"2021/03/22 11:28:33 am CET","Över 65 år","Ja (enbart digitalt)","1","för dyrt","3","4","3","3","2","2","3"
"2021/03/22 11:28:34 am CET","Över 65 år","Ja (enbart digitalt)","1","För dyrt","4","5","4","4","5","5","4"
"2021/03/22 11:29:03 am CET","Över 65 år","Ja (papperstidning)","1","Jag vill ha papperstidningen också. ","1","1","1","1","1","1","1"
"2021/03/22 11:29:45 am CET","40-65 år","Ja (enbart digitalt)","1","Har ju allt det idag juh. För 179 kr typ. ","1","5","1","1","1","1","1"
"2021/03/22 11:30:42 am CET","40-65 år","Ja (enbart digitalt)","2","Baspaketet som jag har nu räcker.","2","4","2","2","4","3","2"
"2021/03/22 11:30:58 am CET","Under 30 år","Ja (enbart digitalt)","1","Vet att man kan få billigare priser om man ringer prenumerationsavdelningen.","1","1","1","1","1","1","1"
"2021/03/22 11:31:01 am CET","40-65 år","Ja (enbart digitalt)","2","Jag är så nöjd med mitt nuvarande abonnemang...","2","5","2","2","3","3","2"
"2021/03/22 11:31:12 am CET","40-65 år","Ja (enbart digitalt)","2","För dyrt","2","4","2","2","4","4","2"
"2021/03/22 11:31:36 am CET","Över 65 år","Ja (enbart digitalt)","1","Har lokal dagstidning","2","4","2","1","1","2","2"
"2021/03/22 11:31:42 am CET","30-39 år","Ja (enbart digitalt)","1","för dyrt. min gräns går vid 149 kr månaden. skiter i annonser. vill vara lösa digitalt. ","1","3","1","3","5","5","4"
"2021/03/22 11:31:46 am CET","40-65 år","Ja (enbart digitalt)","1","Nöjd med nyheter mitt enkla abonnemang ger, är lite nyhetsstressad..","1","3","1","1","2","3","1"
"2021/03/22 11:31:47 am CET","40-65 år","Ja (enbart digitalt)","2","För dyrt för mig då jag vill prenumerera på flera dagstidningar, jag har heller inget behov av något extra konto, så det värderar jag inte som ett plus.","2","4","2","2","5","4","2"
"2021/03/22 11:32:04 am CET","40-65 år","Ja (enbart digitalt)","2","","1","3","5","1","4","1","1"
"2021/03/22 11:32:20 am CET","40-65 år","Ja (enbart digitalt)","3","Värdefullt att slippa annonser. Extrakontot verkar onödigt. Vi använder vårt nuvarande konto på våra olika enheter och är nöjda med det.","1","1","1","1","3","1","5"
"2021/03/22 11:32:30 am CET","30-39 år","Nej och har aldrig varit","5","","4","5","4","4","5","5","5"
"2021/03/22 11:32:39 am CET","40-65 år","Ja (enbart digitalt)","3","","5","2","5","5","2","4","5"
"2021/03/22 11:32:54 am CET","Över 65 år","Ja (enbart digitalt)","2","Nöjd med att kunna läsa tidningen","2","4","2","2","3","2","2"
"2021/03/22 11:32:57 am CET","40-65 år","Ja (enbart digitalt)","1","Dyrt","1","2","1","1","2","2","1"
"2021/03/22 11:34:27 am CET","40-65 år","Ja (enbart digitalt)","2","Min nuvarande digitala prenumeration är den mest minimala men räcker utmärkt för mig.","2","5","2","2","5","5","2"
"2021/03/22 11:34:51 am CET","Över 65 år","Ja (papperstidning)","3","Osäker om jag tycker priset motsvarar innehållet","3","5","3","3","3","3","1"
"2021/03/22 11:35:20 am CET","40-65 år","Ja (enbart digitalt)","2","Dyrt! Läser aldrig e-tidningen ","2","4","2","2","4","4","2"
"2021/03/22 11:35:36 am CET","Över 65 år","Nej, men har varit förut","5","Har en annan dagstidning. Räcker för mig det digitala","1","5","1","1","5","2","1"
"2021/03/22 11:35:43 am CET","40-65 år","Ja (papperstidning)","1","Jag vill ha papperstidningen också","1","1","1","1","1","1","1"
"2021/03/22 11:35:47 am CET","Över 65 år","Ja (papperstidning)","3","Har papperstidning. Inte relevant.","5","5","5","5","5","5","5"
"2021/03/22 11:36:17 am CET","40-65 år","Ja (enbart digitalt)","1","dyrt","1","2","1","1","2","2","1"
"2021/03/22 11:36:21 am CET","Över 65 år","Ja (enbart digitalt)","1","För dyrt","1","4","1","1","2","4","1"
"2021/03/22 11:36:23 am CET","40-65 år","Ja (papperstidning)","1","","1","1","1","1","1","1","1"
"2021/03/22 11:36:45 am CET","Över 65 år","Nej och har aldrig varit","1","Jag är garantipensionär!","1","1","1","1","1","1","1"
"2021/03/22 11:38:24 am CET","40-65 år","Ja (enbart digitalt)","1","dyrt","1","1","1","1","1","1","1"
"2021/03/22 11:38:48 am CET","30-39 år","Ja (papperstidning)","1","för dyrt","1","1","1","1","3","3","1"
"2021/03/22 11:39:39 am CET","40-65 år","Ja (enbart digitalt)","2","","3","5","4","3","4","4","3"
"2021/03/22 11:40:32 am CET","40-65 år","Ja (enbart digitalt)","3","Det är lite dyrt ","2","3","2","4","5","5","3"
"2021/03/22 11:40:34 am CET","40-65 år","Ja (enbart digitalt)","2","För dyrt.","2","3","1","2","5","2","2"
"2021/03/22 11:42:10 am CET","40-65 år","Ja (enbart digitalt)","2","Med en liten pension räcker pengarna inte till.","2","3","2","2","4","3","2"
"2021/03/22 11:42:10 am CET","40-65 år","Ja (enbart digitalt)","1","Tycker 349 kr är för mycket. Jag vill få nyheter från flera olika utgivare","2","4","2","2","4","3","2"
"2021/03/22 11:42:23 am CET","40-65 år","Ja (enbart digitalt)","5","Ett skäl enbart: För att jag slipper annonser!!!!!","1","5","1","5","1","1","5"
"2021/03/22 11:43:07 am CET","40-65 år","Ja (enbart digitalt)","1","Tidningen behöver inte bäras ut men jag får sjukt mycket reklam. Känns som att DN vinner mycket utan att priset åker ner så värt mycket. Pris jämför med vad? Det är nästan omäjligt att ta reda på vad ""ordinarie"" pris är ","1","1","1","1","2","1","1"
"2021/03/22 11:43:20 am CET","40-65 år","Ja (enbart digitalt)","4","Inga annonser","4","5","2","5","5","3","4"
"2021/03/22 11:43:36 am CET","40-65 år","Ja (enbart digitalt)","1","För dyrt för 1 tidningen online. Jämför med kostnader för t.ex Netflix / Spotify","2","4","2","2","3","3","2"
"2021/03/22 11:43:41 am CET","40-65 år","Ja (enbart digitalt)","2","För dyrt","2","5","2","2","4","4","2"
"2021/03/22 11:44:03 am CET","Över 65 år","Ja (papperstidning)","3","Jag ärnog lite gammaldax och föredrar en vanlig papperstidning","3","4","4","3","2","2","3"
"2021/03/22 11:45:18 am CET","40-65 år","Ja (papperstidning)","2","Även om jag läser DN på nätet vill jag ändå ha papperstidningen kvar.","2","2","2","2","2","2","2"
"2021/03/22 11:45:31 am CET","40-65 år","Ja (enbart digitalt)","1","För dyrt","1","3","2","2","2","3","1"
"2021/03/22 11:46:44 am CET","40-65 år","Ja (papperstidning)","1","Har helgprenumeration det räcker, vill absolut ha papperstidning!","1","1","1","1","1","1","1"
"2021/03/22 11:47:23 am CET","30-39 år","Nej, men har varit förut","1","Jag läser alla större tidningar på daglig basis, det skulle kosta mig tusentals kronor att prenumerera på alla. Så jag har en mental gräns som ligger någonstans vid erat pris delat på 10. Det är för dyrt helt enkelt, och jag kan ofta komplettera låsta artiklar genom att läsa flera källor, kolla kommentarer om dessa på twitter etc om det är något väldigt intressant.","1","2","1","1","2","2","1"
"2021/03/22 11:47:34 am CET","Över 65 år","Ja (enbart digitalt)","3","Verkar vara som papperstidningsprenumeration, då ingår ju också digital DN. ","3","3","4","3","5","5","3"
"2021/03/22 11:48:40 am CET","40-65 år","Ja (enbart digitalt)","2","","2","3","2","2","4","3","2"
"2021/03/22 11:49:39 am CET","30-39 år","Ja (enbart digitalt)","1","För dyrt","1","5","1","1","5","5","1"
"2021/03/22 11:50:19 am CET","40-65 år","Ja (enbart digitalt)","2","För högt pris.","2","3","2","2","3","3","2"
"2021/03/22 11:50:43 am CET","Över 65 år","Ja (enbart digitalt)","2","prisnivå men ett plus vore att slippa annonser","1","3","1","3","1","3","1"
"2021/03/22 11:51:01 am CET","Över 65 år","Ja (enbart digitalt)","4","Dn utan annonser verkar bra.","1","5","1","1","1","1","1"
"2021/03/22 11:51:01 am CET","Över 65 år","Ja (papperstidning)","5","vi vill alltid läsa allt.","3","3","3","3","3","3","3"
"2021/03/22 11:52:03 am CET","Över 65 år","Ja (enbart digitalt)","1","dyrt","1","2","1","1","4","4","1"
"2021/03/22 11:52:17 am CET","Över 65 år","Ja (papperstidning)","1","Jag vill fortsätta med papperstidn. ","1","1","1","1","1","1","1"
