"Timestamp","Vilken åldersgrupp tillhör du?","Är du prenumerant hos DN?","Hur troligt är det att du tecknar paketet?","","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?"
"2021/03/22 10:44:14 am CET","Över 65 år","Ja (enbart digitalt)","1","använder inte digitla korsor, eller rabatter via DN, eller 5 extra konton... mm jag är nöjd med det jag har men kan sakna papperstidningen reltivt ofta... vi som är över 70-år har ju läst på papper i 40 år. Något de flesta gör när det gäller böcker också...","5","2","5","1","1","1","1"
"2021/03/22 10:44:27 am CET","40-65 år","Ja (enbart digitalt)","1","Fel pris för en bra produkt med tekniska problem i Safari.","5","1","5","1","1","1","1"
"2021/03/22 10:44:47 am CET","40-65 år","Ja (enbart digitalt)","2","Dyrt","2","2","2","1","1","2","1"
"2021/03/22 10:45:35 am CET","40-65 år","Ja (enbart digitalt)","1","","5","1","4","1","1","1","1"
"2021/03/22 10:45:46 am CET","30-39 år","Ja (enbart digitalt)","1","För dyrt.","5","1","5","1","1","1","1"
"2021/03/22 10:45:54 am CET","Under 30 år","Ja (enbart digitalt)","1","För dyrt","3","1","3","1","1","1","1"
"2021/03/22 10:46:25 am CET","40-65 år","Ja (enbart digitalt)","2","Är ointresserad av korsord","4","3","4","1","2","3","2"
"2021/03/22 10:46:55 am CET","Över 65 år","Ja (papperstidning)","2","Vill i första hand ha papperstidning med digitala som komplement ","2","2","2","2","2","2","2"
"2021/03/22 10:47:15 am CET","Över 65 år","Ja (enbart digitalt)","2","För dyrt, behövr inte 5 extra konton","5","3","5","1","2","3","2"
"2021/03/22 10:47:15 am CET","40-65 år","Ja (enbart digitalt)","1","Det är för dyrt. DN är inte den enda tidningen jag prenumererar på. SvD betalar jag 199 kr per månad för.","5","1","5","1","1","1","1"
"2021/03/22 10:47:31 am CET","40-65 år","Ja (enbart digitalt)","1","Har inte råd","5","1","5","1","1","1","1"
"2021/03/22 10:47:58 am CET","40-65 år","Ja (enbart digitalt)","1","Kommer inte att utnyttja hela paketet","4","3","4","1","2","1","2"
"2021/03/22 10:48:03 am CET","Över 65 år","Ja (enbart digitalt)","3","Mycket jag ej är intresserad av","5","3","4","1","2","5","2"
"2021/03/22 10:48:05 am CET","40-65 år","Ja (enbart digitalt)","2","Det fyller inget behov jag har just nu.","3","2","3","2","2","2","2"
"2021/03/22 10:49:25 am CET","40-65 år","Ja (enbart digitalt)","3","Jag är bara intresserad av dn.se, eventuellt korsorden. Rabatter och e-upplaga av papperstidningen är helt ointressant. Extra konton kan vara intressanta men kanske inte så många.","3","1","3","1","1","1","1"
"2021/03/22 10:50:09 am CET","Över 65 år","Nej, men har varit förut","1","Alldeles för högt pris.","4","1","2","1","1","1","1"
"2021/03/22 10:51:00 am CET","30-39 år","Ja (enbart digitalt)","1","Är endast intresserad av nyhetsrapportering.","4","1","4","1","1","1","1"
"2021/03/22 10:51:40 am CET","40-65 år","Nej, men har varit förut","1","För dyrt","5","2","5","1","1","2","1"
"2021/03/22 10:52:26 am CET","Över 65 år","Ja (papperstidning)","1","för dyrt","5","2","2","2","2","3","2"
"2021/03/22 10:52:48 am CET","Under 30 år","Ja (enbart digitalt)","1","Låter alldeles för dyrt.","5","2","5","1","1","2","1"
"2021/03/22 10:52:51 am CET","Över 65 år","Ja (papperstidning)","5","DN.se + appen","5","1","5","1","1","1","3"
"2021/03/22 10:53:12 am CET","Över 65 år","Ja (papperstidning)","4","Tveksamt med fem extra konton. Inget som jag vill betala för","5","1","5","1","5","3","2"
"2021/03/22 10:53:24 am CET","40-65 år","Ja (enbart digitalt)","1","Rabatter, extrakonton och korsord är helt ointressant för mig. Jag vill läsa kvalitativa texter. Högt pris dessutom. Kostar ju som om jag hade en gamla papperstidning","4","1","4","1","1","1","1"
"2021/03/22 10:53:55 am CET","Över 65 år","Ja (papperstidning)","1","för jobbigt att läsa digitalt","3","1","2","1","1","1","1"
"2021/03/22 10:54:03 am CET","40-65 år","Ja (enbart digitalt)","1","Alldeles för dyrt.","1","1","4","1","1","1","1"
"2021/03/22 10:54:12 am CET","40-65 år","Ja (enbart digitalt)","1","Det räcker med det material jag får nu för 99 kronor.","5","1","1","1","1","1","1"
"2021/03/22 10:54:56 am CET","Under 30 år","Ja (enbart digitalt)","4","Bra deal","5","2","5","1","2","4","3"
"2021/03/22 10:55:20 am CET","Över 65 år","Ja (enbart digitalt)","1","dyrt","1","1","1","1","1","1","1"
"2021/03/22 10:56:08 am CET","40-65 år","Ja (enbart digitalt)","2","Ointresserad av extra konton eller rabatter. ","4","3","4","2","3","3","1"
"2021/03/22 10:56:51 am CET","40-65 år","Ja (enbart digitalt)","1","Alldeles för dyrt","5","1","5","1","1","1","1"
"2021/03/22 10:56:51 am CET","Under 30 år","Ja (enbart digitalt)","1","Priset avskräcker alltför mycket för mig. Dessutom som singelhushåll har jag noll nytta av sex konton","2","1","2","1","1","1","1"
"2021/03/22 10:57:03 am CET","30-39 år","Ja (enbart digitalt)","1","För dyrt med tanke på all reklam som finns på hemsidan","4","1","4","1","1","1","1"
"2021/03/22 10:57:10 am CET","Över 65 år","Nej, men har varit förut","2","Jag tycker det är dyrt för enbart digital läsning","5","1","4","1","2","1","3"
"2021/03/22 10:57:26 am CET","40-65 år","Ja (enbart digitalt)","1","För dyrt","3","1","2","1","1","1","1"
"2021/03/22 10:57:41 am CET","30-39 år","Ja (enbart digitalt)","1","För dyrt, räcker med mindre paket för mig","5","1","5","1","1","1","1"
"2021/03/22 10:57:49 am CET","40-65 år","Ja (enbart digitalt)","1","Det är mer än jag behöver, mer än jag vill ha - och just därför är priset för högt.","1","1","1","1","1","1","1"
"2021/03/22 10:58:15 am CET","Över 65 år","Ja (enbart digitalt)","2","Ekonomi har inte råd","3","1","4","2","2","2","1"
"2021/03/22 10:58:19 am CET","Över 65 år","Ja (enbart digitalt)","3","Bor i Kungälv så jag är inte så intresserad av Stockholmsperspektivet","4","3","4","3","3","3","3"
"2021/03/22 11:00:14 am CET","30-39 år","Ja (enbart digitalt)","3","","5","3","5","3","3","3","3"
"2021/03/22 11:00:48 am CET","Över 65 år","Ja (enbart digitalt)","2","","2","2","2","2","2","2","2"
"2021/03/22 11:00:49 am CET","30-39 år","Ja (enbart digitalt)","1","Jag skulle bara nyttja artiklar på dn.se och e-DN","4","1","4","1","1","1","1"
"2021/03/22 11:01:02 am CET","40-65 år","Ja (papperstidning)","5","jag har redan en sådan prumeration","5","1","1","1","1","1","5"
"2021/03/22 11:01:05 am CET","40-65 år","Nej, men har varit förut","1","Vill ha papperstidning på helgen","1","1","1","1","1","1","1"
"2021/03/22 11:01:12 am CET","30-39 år","Ja (enbart digitalt)","2","Vad är skillnaden mellan Premium och Bas? Framgår ej. Exempel på vad för rabatter vore bra. Vad innebär de 5 extra kontona?","5","2","5","1","2","2","2"
"2021/03/22 11:01:26 am CET","Över 65 år","Ja (enbart digitalt)","3","e-DN är intressant","5","3","5","2","2","2","2"
"2021/03/22 11:02:12 am CET","Över 65 år","Ja (enbart digitalt)","2","","4","2","4","1","1","2","2"
"2021/03/22 11:02:39 am CET","Över 65 år","Ja (papperstidning)","2","Lite dyrt","5","4","1","1","2","1","3"
"2021/03/22 11:02:51 am CET","Över 65 år","Ja (enbart digitalt)","3","Vet ej vad rabatter eller extra konton innebär","3","3","3","3","3","3","3"
"2021/03/22 11:03:12 am CET","40-65 år","Ja (enbart digitalt)","2","Jag gillar DN som nyhetsförmedlare men inte ledarsidorna. Jag har prenumeration via min arbetsgivare och det uppskattar jag.","4","4","4","2","2","2","2"
"2021/03/22 11:04:01 am CET","40-65 år","Ja (enbart digitalt)","1","För dyrt","5","1","4","1","1","2","1"
"2021/03/22 11:06:03 am CET","40-65 år","Ja (enbart digitalt)","2","Är bara intresserad av att kunna låsa upp artiklar och DN:s hemsida duger fint","4","3","5","3","3","3","2"
"2021/03/22 11:06:03 am CET","Över 65 år","Ja (papperstidning)","3","Jag behöver inte 5 extra konton eller rabatter. Jag är pensionär och jag och min fru uppskattar papperstidningen på söndagar och e-DN övriga dagar ","4","3","2","1","2","2","2"
"2021/03/22 11:06:52 am CET","Över 65 år","Ja (enbart digitalt)","2","Jag är intresserad av tidningen som nyhetskälla inte som något underhållningsmtrl","2","2","2","2","2","2","2"
"2021/03/22 11:07:01 am CET","Över 65 år","Ja (papperstidning)","5","Verkar vara ett heltäckande erbjudande (utan att ha sett andra erbjudanden)","4","2","3","2","3","3","5"
"2021/03/22 11:07:17 am CET","40-65 år","Ja (enbart digitalt)","1","","5","1","5","1","1","1","1"
"2021/03/22 11:07:23 am CET","Över 65 år","Ja (enbart digitalt)","3","Det är lite dyrt för en pensionär men vill vara uppdaterad ","5","3","5","1","1","3","3"
"2021/03/22 11:07:34 am CET","Över 65 år","Ja (enbart digitalt)","5","Jag som bor utomlands vill hålla mig informerad om allt som händer hemma. ","3","1","5","1","1","4","4"
"2021/03/22 11:07:52 am CET","40-65 år","Ja (enbart digitalt)","4","Bra med extra konton. Korsord och rabatter inte så intressant.","5","2","5","2","3","3","2"
"2021/03/22 11:08:08 am CET","Över 65 år","Ja (enbart digitalt)","1","För dyrt för mig men jag anser att det är ett brapaket.","1","1","3","2","1","1","1"
"2021/03/22 11:08:12 am CET","40-65 år","Ja (enbart digitalt)","1","Priset","4","2","3","1","1","2","1"
"2021/03/22 11:08:13 am CET","40-65 år","Ja (enbart digitalt)","1","Har ingen användning av fem extra konton. Därav för dyrt.","3","2","3","1","1","1","1"
"2021/03/22 11:09:12 am CET","40-65 år","Ja (enbart digitalt)","2","Inget behov av tjänsterna förutom dn.se","5","2","3","1","1","2","2"
"2021/03/22 11:09:40 am CET","Över 65 år","Nej, men har varit förut","1","","1","1","1","1","1","1","1"
"2021/03/22 11:09:44 am CET","Över 65 år","Ja (enbart digitalt)","3","Tror att jag har detta alternativ så....","4","1","5","1","4","1","1"
"2021/03/22 11:10:06 am CET","40-65 år","Ja (papperstidning)","3","föredrar papperstidningen","3","4","3","3","3","3","4"
"2021/03/22 11:10:38 am CET","Över 65 år","Ja (enbart digitalt)","3","Lite väl mycket pengar tycker jag","5","3","5","2","2","3","2"
"2021/03/22 11:11:27 am CET","Över 65 år","Ja (enbart digitalt)","1","För dyrt","5","1","1","1","1","1","1"
"2021/03/22 11:11:52 am CET","40-65 år","Ja (enbart digitalt)","1","För dyrt","5","1","5","1","1","1","1"
"2021/03/22 11:12:02 am CET","Över 65 år","Ja (enbart digitalt)","3","Innehåller det viktigaste för mig","2","3","2","3","4","2","3"
"2021/03/22 11:12:04 am CET","30-39 år","Ja (enbart digitalt)","2","Dyrt","4","2","4","1","2","2","3"
"2021/03/22 11:12:05 am CET","Över 65 år","Ja (enbart digitalt)","1","jag ar nojd med det jag har.Resten kan jag finna pa natet.","5","1","1","1","1","1","1"
"2021/03/22 11:12:21 am CET","40-65 år","Ja (enbart digitalt)","1","För dyrt. Innehåller saker jag inte är intresserad av.","2","1","2","1","1","1","1"
"2021/03/22 11:12:49 am CET","40-65 år","Ja (papperstidning)","3","Mkt för pengarna om man kan dela på 5..","4","1","5","1","1","4","3"
"2021/03/22 11:12:59 am CET","40-65 år","Ja (enbart digitalt)","4","JAg tror det är det paket jag har, förutom 5 konton","5","2","2","1","2","2","4"
"2021/03/22 11:13:02 am CET","Över 65 år","Ja (enbart digitalt)","1","Jag får de aktuella nyheterna i den DN jag har. Kompletterar den med en lokal tidning","5","1","1","1","1","1","1"
"2021/03/22 11:13:56 am CET","40-65 år","Nej, men har varit förut","2","Jag tycker att abonnemanget är lite väl dyrt.","4","3","4","1","1","3","1"
"2021/03/22 11:13:58 am CET","Över 65 år","Ja (papperstidning)","3","Högt pris om jag betalar själv.","5","2","4","1","1","1","3"
"2021/03/22 11:14:29 am CET","Under 30 år","Ja (enbart digitalt)","1","vad är skillnaden från standard? dyrt","5","1","5","1","1","1","1"
"2021/03/22 11:14:34 am CET","Över 65 år","Ja (papperstidning)","1","Jag prenumererar paa papperstidning","1","1","1","1","1","1","1"
"2021/03/22 11:14:40 am CET","30-39 år","Ja (enbart digitalt)","3","Aningen dyrt, får inte ens någon papperstidning där","5","2","4","1","1","1","2"
"2021/03/22 11:15:02 am CET","40-65 år","Ja (enbart digitalt)","4","","3","2","1","2","2","3","3"
"2021/03/22 11:15:14 am CET","Över 65 år","Ja (papperstidning)","2","vill ha papperstidning","1","1","1","1","1","1","2"
"2021/03/22 11:15:44 am CET","40-65 år","Ja (papperstidning)","1","Jag vill inte läsa DN digitalt","1","1","1","1","1","1","1"
"2021/03/22 11:16:13 am CET","40-65 år","Ja (enbart digitalt)","2","Inte prisvärt ","4","1","4","1","1","1","1"
"2021/03/22 11:16:34 am CET","40-65 år","Ja (enbart digitalt)","1","Priset","2","1","5","1","1","1","1"
"2021/03/22 11:18:03 am CET","40-65 år","Ja (enbart digitalt)","3","","5","1","5","2","3","5","3"
"2021/03/22 11:18:08 am CET","Över 65 år","Ja (enbart digitalt)","2","Lite dyrt ","5","1","5","1","1","2","1"
"2021/03/22 11:18:33 am CET","40-65 år","Ja (enbart digitalt)","1","","4","1","3","1","1","1","1"
"2021/03/22 11:18:53 am CET","40-65 år","Nej, men har varit förut","1","ser inget värde i att betala 349 kr","1","1","1","1","1","1","1"
"2021/03/22 11:18:54 am CET","40-65 år","Ja (enbart digitalt)","1","Inte prisvärt","4","1","2","1","1","1","1"
"2021/03/22 11:22:24 am CET","40-65 år","Ja (enbart digitalt)","1","För mycket pengar","3","1","3","1","1","1","1"
"2021/03/22 11:22:39 am CET","40-65 år","Ja (papperstidning)","1","Hej, verkar dyrt vid en första titt.","4","2","4","2","1","3","1"
"2021/03/22 11:23:23 am CET","40-65 år","Ja (enbart digitalt)","1","Svindyrt!!!!! ","5","1","5","1","1","1","1"
"2021/03/22 11:24:13 am CET","40-65 år","Ja (enbart digitalt)","1","Motsvarar inget av mina behov.","5","1","1","1","1","1","1"
"2021/03/22 11:25:31 am CET","Över 65 år","Ja (enbart digitalt)","1","För dyrt.","4","1","4","1","1","1","1"
"2021/03/22 11:26:00 am CET","40-65 år","Ja (enbart digitalt)","1","jag lever ensam så behöver inte fem konton, och det räcker för mig att läsa artiklar digitalt","5","3","3","1","1","2","2"
"2021/03/22 11:28:34 am CET","40-65 år","Ja (papperstidning)","3","Vill bara ha tidning och e-tidning, helst inte korsord, extra konton och rabatter. ","3","2","5","1","4","2","3"
"2021/03/22 11:28:36 am CET","40-65 år","Ja (papperstidning)","3","","2","2","5","1","5","2","5"
"2021/03/22 11:29:06 am CET","Över 65 år","Ja (enbart digitalt)","1","Inte intresserad","3","1","3","1","1","1","1"
"2021/03/22 11:29:28 am CET","40-65 år","Ja (papperstidning)","2","Mest en känsla och att tidningsläsning är lite av en helgaktivitet just nu.","2","2","2","2","2","2","2"
"2021/03/22 11:29:51 am CET","40-65 år","Ja (papperstidning)","2","Mest en känsla och att tidningsläsning är lite av en helgaktivitet just nu.","2","2","2","2","2","2","2"
"2021/03/22 11:30:24 am CET","Över 65 år","Ja (enbart digitalt)","2","Jag tycker att det blir för smått att läsa DN i telefonen. Extra konton har jag inget behov av.","4","3","3","3","2","4","2"
"2021/03/22 11:31:54 am CET","30-39 år","Ja (enbart digitalt)","3","","4","3","4","3","3","4","4"
"2021/03/22 11:32:06 am CET","Över 65 år","Ja (enbart digitalt)","1","Innehåller sådant som jag inte vill ha","5","2","5","1","1","2","1"
"2021/03/22 11:32:20 am CET","40-65 år","Ja (enbart digitalt)","4","Tycker om att få papperstidning till helgen","5","2","5","2","2","2","3"
"2021/03/22 11:32:37 am CET","Över 65 år","Nej, men har varit förut","2","Dyrt ","4","2","3","2","2","3","2"
"2021/03/22 11:32:38 am CET","40-65 år","Ja (enbart digitalt)","1","Behöver bara ett konto","4","1","4","1","1","1","1"
"2021/03/22 11:32:55 am CET","40-65 år","Ja (enbart digitalt)","2","","4","2","4","2","2","3","3"
"2021/03/22 11:33:11 am CET","Över 65 år","Ja (papperstidning)","1","Jag vil ha papperstidninngen!","1","1","1","1","1","1","1"
"2021/03/22 11:34:21 am CET","40-65 år","Ja (enbart digitalt)","2","Pris","4","3","5","1","1","1","2"
"2021/03/22 11:35:13 am CET","30-39 år","Ja (enbart digitalt)","1","För högt pris i förhållande till innehåll. Jag är intresserad av e-DN och dn.se, övrigt intresserar mig inte.","4","1","4","1","1","2","1"
"2021/03/22 11:35:20 am CET","40-65 år","Ja (enbart digitalt)","4","Jag vill ha tillgång till allt mi skriver","5","1","5","1","1","3","1"
"2021/03/22 11:35:23 am CET","30-39 år","Ja (papperstidning)","1","Dyrt","5","3","5","1","1","5","3"
"2021/03/22 11:35:33 am CET","40-65 år","Ja (enbart digitalt)","1","För dyrt","5","1","3","1","1","1","1"
"2021/03/22 11:37:03 am CET","Över 65 år","Ja (enbart digitalt)","3","Vill endast ha artiklar, inget korsord t ex","5","3","5","1","3","1","3"
"2021/03/22 11:37:09 am CET","30-39 år","Ja (enbart digitalt)","1","För dyrt ","5","3","2","1","1","1","1"
"2021/03/22 11:37:39 am CET","40-65 år","Ja (enbart digitalt)","1","","5","3","3","1","3","1","3"
"2021/03/22 11:38:00 am CET","40-65 år","Nej, men har varit förut","1","Jag är fattigpensionär. Det finns inga pengar :(","2","1","1","1","1","1","1"
"2021/03/22 11:38:17 am CET","Över 65 år","Ja (enbart digitalt)","3","Högt pris","4","1","5","1","1","1","1"
"2021/03/22 11:38:54 am CET","40-65 år","Ja (enbart digitalt)","1","har inte råd","5","2","1","1","1","2","1"
"2021/03/22 11:39:15 am CET","40-65 år","Nej och har aldrig varit","2","","4","2","4","1","2","2","3"
"2021/03/22 11:39:44 am CET","Över 65 år","Nej och har aldrig varit","1","Om jag bara läser enstaka annonser digitalt är det inte värt att betala prenumeration. Gäller samma sak för alla tidningar. ","1","1","1","1","1","1","1"
"2021/03/22 11:40:18 am CET","40-65 år","Ja (enbart digitalt)","2","Inte prisvärt. ","4","3","5","1","2","3","3"
"2021/03/22 11:41:53 am CET","40-65 år","Ja (enbart digitalt)","2","Behöver inte digitala korsord och DN-erbjudanden är ointressant eftersom jag bor i utlandet.","4","4","4","1","4","1","4"
"2021/03/22 11:42:24 am CET","40-65 år","Ja (enbart digitalt)","1","Priset","5","1","4","1","1","1","1"
"2021/03/22 11:42:27 am CET","40-65 år","Ja (enbart digitalt)","1","För dyrt. Många onödiga extra produkter.","5","1","5","1","1","1","1"
"2021/03/22 11:42:31 am CET","40-65 år","Ja (papperstidning)","3","korsord inte så intressant - e-tidningen tillför inte så mycket utöver siten. papperstidningen har jag för att familjemedelem vill ha den ","3","3","5","3","3","2","3"
"2021/03/22 11:42:45 am CET","40-65 år","Ja (enbart digitalt)","1","För dyrt och flera saker erbjuds jag inte vill ha","5","1","5","1","1","1","1"
"2021/03/22 11:42:46 am CET","40-65 år","Ja (enbart digitalt)","1","Dyrt","1","1","5","1","1","1","1"
"2021/03/22 11:42:52 am CET","Över 65 år","Ja (papperstidning)","1","Föredrar korsord på papper!","1","1","1","1","1","1","1"
"2021/03/22 11:43:41 am CET","40-65 år","Ja (papperstidning)","3","Någorlunda rimligt pris i nuläget, behöver ngåon form av digital plattform för nyheter mm utöver SVT","5","2","5","1","2","4","3"
"2021/03/22 11:44:03 am CET","40-65 år","Ja (enbart digitalt)","4","","5","4","5","2","2","4","3"
"2021/03/22 11:44:32 am CET","Över 65 år","Ja (enbart digitalt)","1","För dyrt. Svårt att överblicka i datorn- läser inte så mycket som i papperstidning","3","2","3","1","1","2","1"
"2021/03/22 11:44:57 am CET","40-65 år","Ja (enbart digitalt)","2","Inte intresserad av E-tidning, korsord eller erbjudanden.","4","3","4","1","2","2","2"
"2021/03/22 11:45:08 am CET","40-65 år","Ja (enbart digitalt)","1","För dyrt","5","2","5","1","2","2","1"
"2021/03/22 11:45:18 am CET","40-65 år","Ja (papperstidning)","2","Jag vill ha papperstidningen.","1","1","1","1","1","1","1"
"2021/03/22 11:46:00 am CET","40-65 år","Ja (papperstidning)","3","Jag tror att det motsvarar vad vi betalar för papper i dagsläget. Siffran blir bättre om man kan dela med andra eventuellt?","3","3","5","1","1","3","2"
"2021/03/22 11:46:48 am CET","40-65 år","Ja (enbart digitalt)","1","Bara intresserad av artiklar","3","1","4","1","1","1","1"
"2021/03/22 11:47:35 am CET","Över 65 år","Ja (enbart digitalt)","1","","5","1","5","1","1","1","1"
"2021/03/22 11:47:36 am CET","40-65 år","Ja (enbart digitalt)","1","Jag har inte råd.","3","1","3","1","1","1","1"
"2021/03/22 11:47:59 am CET","Över 65 år","Nej, men har varit förut","1","För dyrt för pensionär","3","1","3","1","1","1","1"
"2021/03/22 11:50:26 am CET","40-65 år","Ja (enbart digitalt)","1","för dyrt. ","4","1","4","1","1","1","1"
"2021/03/22 11:52:27 am CET","40-65 år","Nej, men har varit förut","1","Ekonomiskt","2","1","2","1","1","1","1"
"2021/03/22 11:53:39 am CET","40-65 år","Ja (enbart digitalt)","1","DNs agendastyrda sk journalistik är värd ungefär 0 kr under nuvarande chefsredaktör!","1","1","1","1","1","1","1"
"2021/03/22 11:53:41 am CET","Över 65 år","Ja (enbart digitalt)","1","För dyrt","4","1","4","1","1","1","1"
"2021/03/22 11:54:04 am CET","Under 30 år","Nej och har aldrig varit","1","Behöver endast ett konto, dyrt, har access via skola, har access till andra tidningar","1","1","1","1","1","1","1"
"2021/03/22 11:54:21 am CET","30-39 år","Ja (enbart digitalt)","1","För dyrt","4","1","5","1","2","1","1"
"2021/03/22 11:54:50 am CET","40-65 år","Ja (enbart digitalt)","2","Jag hinner inte läsa allt bra som skrivs, därför är det inte värt kostnaden","4","3","4","2","1","3","2"
"2021/03/22 11:55:24 am CET","40-65 år","Ja (enbart digitalt)","1","För att jag är nöjd med det jag har ","5","1","5","1","1","1","1"
"2021/03/22 11:55:40 am CET","40-65 år","Ja (enbart digitalt)","3","Behöver inte extra konton","5","4","4","2","2","3","3"
"2021/03/22 11:58:42 am CET","Under 30 år","Ja (enbart digitalt)","1","Jag är endast intresserad av innehållet i artiklarna.","4","2","3","1","1","1","1"
