"Timestamp","Vilken.åldersgrupp.tillhör.du.","Är.du.prenumerant.hos.DN.","Hur.troligt.är.det.att.du.tecknar.paketet.","Hur.troligt.är.det.att.du.tecknar.paketet..1","Hur.troligt.är.det.att.du.tecknar.paketet..2","Hur.troligt.är.det.att.du.tecknar.paketet..3","Hur.troligt.är.det.att.du.tecknar.paketet..4","Hur.troligt.är.det.att.du.tecknar.paketet..5","Hur.troligt.är.det.att.du.tecknar.paketet..6","Hur.troligt.är.det.att.du.tecknar.paketet..7"
"2021/03/22 11:00:12 am CET","40-65 år","Ja (enbart digitalt)",1,1,1,1,1,1,1,1
"2021/03/22 11:00:48 am CET","Över 65 år","Ja (papperstidning)",2,4,3,4,4,3,3,4
"2021/03/22 11:01:45 am CET","Över 65 år","Ja (papperstidning)",4,2,2,3,2,2,1,3
"2021/03/22 11:02:09 am CET","Över 65 år","Ja (enbart digitalt)",1,1,2,1,2,1,1,1
"2021/03/22 11:02:12 am CET","40-65 år","Ja (enbart digitalt)",1,1,5,1,1,4,3,1
"2021/03/22 11:02:14 am CET","30-39 år","Ja (enbart digitalt)",2,1,5,1,1,4,4,1
"2021/03/22 11:03:09 am CET","40-65 år","Ja (enbart digitalt)",2,2,5,2,2,4,4,2
"2021/03/22 11:03:29 am CET","Över 65 år","Ja (papperstidning)",2,1,2,1,2,2,2,2
"2021/03/22 11:04:24 am CET","40-65 år","Ja (enbart digitalt)",1,1,4,1,1,4,4,1
"2021/03/22 11:04:42 am CET","40-65 år","Nej, men har varit förut",2,2,2,1,2,2,2,2
"2021/03/22 11:05:38 am CET","30-39 år","Ja (enbart digitalt)",1,2,3,1,1,4,3,2
"2021/03/22 11:05:40 am CET","40-65 år","Ja (enbart digitalt)",1,4,2,2,5,3,2,2
"2021/03/22 11:05:53 am CET","Över 65 år","Nej, men har varit förut",3,1,5,1,1,1,1,1
"2021/03/22 11:06:03 am CET","40-65 år","Ja (enbart digitalt)",3,2,4,2,2,3,3,3
"2021/03/22 11:06:19 am CET","40-65 år","Ja (enbart digitalt)",1,1,4,1,1,4,4,1
"2021/03/22 11:06:33 am CET","40-65 år","Ja (papperstidning)",2,4,3,2,5,5,4,4
"2021/03/22 11:06:41 am CET","40-65 år","Nej, men har varit förut",1,2,4,2,2,4,4,2
"2021/03/22 11:07:23 am CET","40-65 år","Ja (enbart digitalt)",1,1,5,1,1,3,2,1
"2021/03/22 11:07:52 am CET","40-65 år","Nej, men har varit förut",1,1,4,1,1,3,3,1
"2021/03/22 11:07:59 am CET","30-39 år","Ja (enbart digitalt)",2,2,4,2,2,4,4,3
"2021/03/22 11:08:15 am CET","Över 65 år","Ja (enbart digitalt)",1,1,5,1,1,5,5,1
"2021/03/22 11:09:13 am CET","Över 65 år","Ja (papperstidning)",2,2,2,2,2,2,2,2
"2021/03/22 11:11:12 am CET","40-65 år","Ja (enbart digitalt)",1,2,5,2,2,4,4,1
"2021/03/22 11:11:30 am CET","40-65 år","Ja (papperstidning)",2,2,2,2,2,2,5,2
"2021/03/22 11:11:38 am CET","Över 65 år","Ja (papperstidning)",3,3,4,2,4,2,2,2
"2021/03/22 11:11:41 am CET","30-39 år","Ja (enbart digitalt)",1,5,4,2,5,5,3,5
"2021/03/22 11:12:21 am CET","40-65 år","Ja (enbart digitalt)",1,1,5,1,1,2,2,1
"2021/03/22 11:12:38 am CET","40-65 år","Nej, men har varit förut",2,2,2,2,2,2,2,2
"2021/03/22 11:13:03 am CET","Över 65 år","Ja (enbart digitalt)",1,1,5,1,1,1,1,1
"2021/03/22 11:13:24 am CET","Under 30 år","Nej och har aldrig varit",1,1,1,1,1,1,1,1
"2021/03/22 11:13:39 am CET","40-65 år","Ja (enbart digitalt)",3,4,5,3,4,4,4,3
"2021/03/22 11:13:45 am CET","Över 65 år","Ja (enbart digitalt)",1,1,5,1,1,1,1,1
"2021/03/22 11:13:49 am CET","40-65 år","Nej, men har varit förut",2,2,3,2,1,5,4,2
"2021/03/22 11:13:55 am CET","40-65 år","Ja (papperstidning)",2,2,5,1,1,1,1,2
"2021/03/22 11:14:17 am CET","Över 65 år","Ja (enbart digitalt)",1,1,5,1,1,1,1,1
"2021/03/22 11:14:50 am CET","40-65 år","Nej, men har varit förut",1,1,1,1,1,3,3,1
"2021/03/22 11:15:31 am CET","Över 65 år","Ja (enbart digitalt)",2,2,4,3,2,1,1,2
"2021/03/22 11:15:43 am CET","40-65 år","Ja (enbart digitalt)",2,1,2,1,1,2,2,1
"2021/03/22 11:16:31 am CET","Över 65 år","Ja (enbart digitalt)",2,2,2,3,2,4,4,2
"2021/03/22 11:16:49 am CET","40-65 år","Ja (enbart digitalt)",2,2,2,2,2,2,2,2
"2021/03/22 11:16:55 am CET","40-65 år","Ja (papperstidning)",1,1,1,1,1,1,1,1
"2021/03/22 11:17:25 am CET","40-65 år","Ja (enbart digitalt)",2,2,5,2,4,4,4,2
"2021/03/22 11:17:31 am CET","Under 30 år","Nej och har aldrig varit",1,1,1,1,1,1,1,1
"2021/03/22 11:18:44 am CET","Över 65 år","Ja (enbart digitalt)",1,1,4,1,1,1,1,1
"2021/03/22 11:19:21 am CET","40-65 år","Ja (enbart digitalt)",1,1,2,1,1,4,4,1
"2021/03/22 11:21:41 am CET","Under 30 år","Ja (enbart digitalt)",2,3,4,2,2,2,4,2
"2021/03/22 11:22:19 am CET","40-65 år","Ja (enbart digitalt)",1,1,5,1,1,4,4,1
"2021/03/22 11:22:27 am CET","40-65 år","Ja (enbart digitalt)",1,1,5,1,1,4,1,1
"2021/03/22 11:22:35 am CET","40-65 år","Ja (enbart digitalt)",1,4,5,3,4,1,1,2
"2021/03/22 11:22:58 am CET","30-39 år","Ja (papperstidning)",1,3,4,3,3,3,4,3
"2021/03/22 11:23:48 am CET","40-65 år","Ja (enbart digitalt)",2,3,4,3,3,4,2,3
"2021/03/22 11:23:50 am CET","Över 65 år","Ja (papperstidning)",1,1,1,1,1,1,1,1
"2021/03/22 11:23:59 am CET","40-65 år","Ja (enbart digitalt)",1,1,5,1,1,4,4,1
"2021/03/22 11:24:01 am CET","40-65 år","Ja (papperstidning)",1,1,3,1,1,3,3,1
"2021/03/22 11:24:30 am CET","40-65 år","Ja (papperstidning)",1,1,1,1,1,1,1,1
"2021/03/22 11:24:38 am CET","30-39 år","Ja (enbart digitalt)",2,2,4,2,3,4,4,2
"2021/03/22 11:24:50 am CET","40-65 år","Ja (papperstidning)",1,1,1,1,1,1,1,1
"2021/03/22 11:25:49 am CET","40-65 år","Ja (enbart digitalt)",1,1,1,1,1,1,1,1
"2021/03/22 11:26:33 am CET","40-65 år","Ja (enbart digitalt)",2,2,4,2,3,3,2,4
"2021/03/22 11:27:04 am CET","30-39 år","Ja (enbart digitalt)",4,3,5,2,2,5,2,3
"2021/03/22 11:27:24 am CET","Över 65 år","Ja (enbart digitalt)",1,1,5,1,1,3,3,1
"2021/03/22 11:27:55 am CET","40-65 år","Ja (enbart digitalt)",1,1,4,1,1,4,4,1
"2021/03/22 11:28:33 am CET","Över 65 år","Ja (enbart digitalt)",1,3,4,3,3,2,2,3
"2021/03/22 11:28:34 am CET","Över 65 år","Ja (enbart digitalt)",1,4,5,4,4,5,5,4
"2021/03/22 11:29:03 am CET","Över 65 år","Ja (papperstidning)",1,1,1,1,1,1,1,1
"2021/03/22 11:29:45 am CET","40-65 år","Ja (enbart digitalt)",1,1,5,1,1,1,1,1
"2021/03/22 11:30:42 am CET","40-65 år","Ja (enbart digitalt)",2,2,4,2,2,4,3,2
"2021/03/22 11:30:58 am CET","Under 30 år","Ja (enbart digitalt)",1,1,1,1,1,1,1,1
"2021/03/22 11:31:01 am CET","40-65 år","Ja (enbart digitalt)",2,2,5,2,2,3,3,2
"2021/03/22 11:31:12 am CET","40-65 år","Ja (enbart digitalt)",2,2,4,2,2,4,4,2
"2021/03/22 11:31:36 am CET","Över 65 år","Ja (enbart digitalt)",1,2,4,2,1,1,2,2
"2021/03/22 11:31:42 am CET","30-39 år","Ja (enbart digitalt)",1,1,3,1,3,5,5,4
"2021/03/22 11:31:46 am CET","40-65 år","Ja (enbart digitalt)",1,1,3,1,1,2,3,1
"2021/03/22 11:31:47 am CET","40-65 år","Ja (enbart digitalt)",2,2,4,2,2,5,4,2
"2021/03/22 11:32:04 am CET","40-65 år","Ja (enbart digitalt)",2,1,3,5,1,4,1,1
"2021/03/22 11:32:20 am CET","40-65 år","Ja (enbart digitalt)",3,1,1,1,1,3,1,5
"2021/03/22 11:32:30 am CET","30-39 år","Nej och har aldrig varit",5,4,5,4,4,5,5,5
"2021/03/22 11:32:39 am CET","40-65 år","Ja (enbart digitalt)",3,5,2,5,5,2,4,5
"2021/03/22 11:32:54 am CET","Över 65 år","Ja (enbart digitalt)",2,2,4,2,2,3,2,2
"2021/03/22 11:32:57 am CET","40-65 år","Ja (enbart digitalt)",1,1,2,1,1,2,2,1
"2021/03/22 11:34:27 am CET","40-65 år","Ja (enbart digitalt)",2,2,5,2,2,5,5,2
"2021/03/22 11:34:51 am CET","Över 65 år","Ja (papperstidning)",3,3,5,3,3,3,3,1
"2021/03/22 11:35:20 am CET","40-65 år","Ja (enbart digitalt)",2,2,4,2,2,4,4,2
"2021/03/22 11:35:36 am CET","Över 65 år","Nej, men har varit förut",5,1,5,1,1,5,2,1
"2021/03/22 11:35:43 am CET","40-65 år","Ja (papperstidning)",1,1,1,1,1,1,1,1
"2021/03/22 11:35:47 am CET","Över 65 år","Ja (papperstidning)",3,5,5,5,5,5,5,5
"2021/03/22 11:36:17 am CET","40-65 år","Ja (enbart digitalt)",1,1,2,1,1,2,2,1
"2021/03/22 11:36:21 am CET","Över 65 år","Ja (enbart digitalt)",1,1,4,1,1,2,4,1
"2021/03/22 11:36:23 am CET","40-65 år","Ja (papperstidning)",1,1,1,1,1,1,1,1
"2021/03/22 11:36:45 am CET","Över 65 år","Nej och har aldrig varit",1,1,1,1,1,1,1,1
"2021/03/22 11:38:24 am CET","40-65 år","Ja (enbart digitalt)",1,1,1,1,1,1,1,1
"2021/03/22 11:38:48 am CET","30-39 år","Ja (papperstidning)",1,1,1,1,1,3,3,1
"2021/03/22 11:39:39 am CET","40-65 år","Ja (enbart digitalt)",2,3,5,4,3,4,4,3
"2021/03/22 11:40:32 am CET","40-65 år","Ja (enbart digitalt)",3,2,3,2,4,5,5,3
"2021/03/22 11:40:34 am CET","40-65 år","Ja (enbart digitalt)",2,2,3,1,2,5,2,2
"2021/03/22 11:42:10 am CET","40-65 år","Ja (enbart digitalt)",2,2,3,2,2,4,3,2
"2021/03/22 11:42:10 am CET","40-65 år","Ja (enbart digitalt)",1,2,4,2,2,4,3,2
"2021/03/22 11:42:23 am CET","40-65 år","Ja (enbart digitalt)",5,1,5,1,5,1,1,5
"2021/03/22 11:43:07 am CET","40-65 år","Ja (enbart digitalt)",1,1,1,1,1,2,1,1
"2021/03/22 11:43:20 am CET","40-65 år","Ja (enbart digitalt)",4,4,5,2,5,5,3,4
"2021/03/22 11:43:36 am CET","40-65 år","Ja (enbart digitalt)",1,2,4,2,2,3,3,2
"2021/03/22 11:43:41 am CET","40-65 år","Ja (enbart digitalt)",2,2,5,2,2,4,4,2
"2021/03/22 11:44:03 am CET","Över 65 år","Ja (papperstidning)",3,3,4,4,3,2,2,3
"2021/03/22 11:45:18 am CET","40-65 år","Ja (papperstidning)",2,2,2,2,2,2,2,2
"2021/03/22 11:45:31 am CET","40-65 år","Ja (enbart digitalt)",1,1,3,2,2,2,3,1
"2021/03/22 11:46:44 am CET","40-65 år","Ja (papperstidning)",1,1,1,1,1,1,1,1
"2021/03/22 11:47:23 am CET","30-39 år","Nej, men har varit förut",1,1,2,1,1,2,2,1
"2021/03/22 11:47:34 am CET","Över 65 år","Ja (enbart digitalt)",3,3,3,4,3,5,5,3
"2021/03/22 11:48:40 am CET","40-65 år","Ja (enbart digitalt)",2,2,3,2,2,4,3,2
"2021/03/22 11:49:39 am CET","30-39 år","Ja (enbart digitalt)",1,1,5,1,1,5,5,1
"2021/03/22 11:50:19 am CET","40-65 år","Ja (enbart digitalt)",2,2,3,2,2,3,3,2
"2021/03/22 11:50:43 am CET","Över 65 år","Ja (enbart digitalt)",2,1,3,1,3,1,3,1
"2021/03/22 11:51:01 am CET","Över 65 år","Ja (enbart digitalt)",4,1,5,1,1,1,1,1
"2021/03/22 11:51:01 am CET","Över 65 år","Ja (papperstidning)",5,3,3,3,3,3,3,3
"2021/03/22 11:52:03 am CET","Över 65 år","Ja (enbart digitalt)",1,1,2,1,1,4,4,1
"2021/03/22 11:52:17 am CET","Över 65 år","Ja (papperstidning)",1,1,1,1,1,1,1,1
"2021/03/22 11:53:11 am CET","40-65 år","Ja (enbart digitalt)",1,1,5,1,1,4,4,1
"2021/03/22 11:53:22 am CET","Över 65 år","Ja (enbart digitalt)",1,3,1,1,1,1,1,1
"2021/03/22 11:54:23 am CET","40-65 år","Ja (papperstidning)",2,2,2,2,2,2,2,2
"2021/03/22 11:54:25 am CET","Över 65 år","Ja (enbart digitalt)",2,3,3,1,3,5,5,2
"2021/03/22 11:54:31 am CET","30-39 år","Ja (enbart digitalt)",4,5,5,4,5,5,4,4
"2021/03/22 11:54:35 am CET","40-65 år","Ja (enbart digitalt)",3,4,4,4,4,3,2,4
"2021/03/22 11:54:46 am CET","40-65 år","Ja (enbart digitalt)",1,1,5,1,2,5,4,3
"2021/03/22 11:55:03 am CET","Över 65 år","Ja (enbart digitalt)",3,2,4,2,2,4,2,2
"2021/03/22 11:55:24 am CET","40-65 år","Ja (enbart digitalt)",4,3,3,3,3,3,3,3
"2021/03/22 11:55:30 am CET","40-65 år","Ja (enbart digitalt)",1,2,4,2,2,5,4,2
"2021/03/22 11:55:33 am CET","40-65 år","Ja (enbart digitalt)",2,2,5,1,2,5,3,2
"2021/03/22 11:55:50 am CET","40-65 år","Ja (enbart digitalt)",1,1,4,1,1,5,3,1
"2021/03/22 11:56:04 am CET","Över 65 år","Ja (enbart digitalt)",2,1,5,2,1,4,5,2
"2021/03/22 11:56:08 am CET","Över 65 år","Ja (enbart digitalt)",1,3,4,3,3,5,5,3
"2021/03/22 11:56:26 am CET","40-65 år","Ja (enbart digitalt)",1,1,4,1,1,4,4,1
"2021/03/22 11:56:42 am CET","40-65 år","Ja (enbart digitalt)",2,4,5,3,4,4,4,3
"2021/03/22 11:57:02 am CET","Över 65 år","Ja (papperstidning)",2,3,5,4,2,4,5,3
"2021/03/22 11:57:46 am CET","Över 65 år","Ja (enbart digitalt)",1,1,5,1,1,1,1,1
"2021/03/22 11:58:17 am CET","40-65 år","Ja (enbart digitalt)",2,2,5,2,2,5,5,2
"2021/03/22 11:58:31 am CET","40-65 år","Nej, men har varit förut",1,2,4,1,3,3,2,2
"2021/03/22 11:58:31 am CET","30-39 år","Ja (enbart digitalt)",2,2,4,2,3,4,5,2
"2021/03/22 11:58:55 am CET","Över 65 år","Ja (papperstidning)",3,2,4,1,2,2,1,2
"2021/03/22 12:00:01 pm CET","40-65 år","Ja (enbart digitalt)",1,2,5,2,2,2,2,2
"2021/03/22 12:00:11 pm CET","40-65 år","Nej, men har varit förut",2,1,3,1,2,3,2,1
"2021/03/22 12:00:31 pm CET","Över 65 år","Ja (papperstidning)",2,1,3,4,1,1,1,1
"2021/03/22 12:00:42 pm CET","Över 65 år","Ja (enbart digitalt)",1,1,5,1,1,3,4,1
"2021/03/22 12:01:51 pm CET","40-65 år","Ja (enbart digitalt)",1,2,4,2,2,2,2,2
"2021/03/22 12:02:31 pm CET","Under 30 år","Ja (enbart digitalt)",2,2,3,1,1,1,1,1
"2021/03/22 12:02:57 pm CET","40-65 år","Ja (papperstidning)",1,1,1,1,1,1,1,1
"2021/03/22 12:02:58 pm CET","40-65 år","Ja (papperstidning)",2,4,5,4,4,3,3,4
"2021/03/22 12:03:14 pm CET","40-65 år","Ja (enbart digitalt)",2,2,3,2,2,4,3,2
"2021/03/22 12:03:18 pm CET","Över 65 år","Ja (enbart digitalt)",1,1,5,1,1,5,5,1
"2021/03/22 12:04:07 pm CET","Över 65 år","Ja (enbart digitalt)",1,1,3,1,1,1,2,1
"2021/03/22 12:05:08 pm CET","Över 65 år","Ja (enbart digitalt)",1,1,3,1,1,3,3,1
"2021/03/22 12:06:00 pm CET","40-65 år","Ja (enbart digitalt)",1,1,4,1,1,3,3,1
"2021/03/22 12:06:33 pm CET","40-65 år","Ja (enbart digitalt)",1,1,5,1,1,4,2,1
"2021/03/22 12:06:35 pm CET","Över 65 år","Ja (enbart digitalt)",1,1,1,1,1,1,1,1
"2021/03/22 12:06:58 pm CET","40-65 år","Ja (enbart digitalt)",1,1,5,1,1,5,4,2
"2021/03/22 12:07:37 pm CET","40-65 år","Ja (enbart digitalt)",1,1,4,1,1,3,3,1
"2021/03/22 12:07:50 pm CET","40-65 år","Ja (papperstidning)",1,1,1,1,1,1,1,1
"2021/03/22 12:08:27 pm CET","Över 65 år","Ja (papperstidning)",3,3,3,3,3,3,3,3
"2021/03/22 12:08:54 pm CET","30-39 år","Ja (papperstidning)",2,3,4,2,3,4,4,3
"2021/03/22 12:09:07 pm CET","40-65 år","Nej, men har varit förut",1,1,2,1,1,1,1,1
"2021/03/22 12:09:54 pm CET","40-65 år","Ja (papperstidning)",2,3,4,3,3,4,4,4
"2021/03/22 12:09:58 pm CET","40-65 år","Ja (papperstidning)",4,4,2,2,3,5,5,3
"2021/03/22 12:10:37 pm CET","40-65 år","Nej, men har varit förut",1,2,3,2,2,2,2,2
"2021/03/22 12:12:07 pm CET","40-65 år","Nej, men har varit förut",3,2,2,2,2,4,3,1
"2021/03/22 12:12:53 pm CET","Över 65 år","Ja (papperstidning)",1,1,1,1,1,1,1,1
"2021/03/22 12:13:01 pm CET","40-65 år","Ja (enbart digitalt)",4,5,5,2,5,5,5,5
"2021/03/22 12:13:25 pm CET","40-65 år","Ja (papperstidning)",1,3,4,2,3,4,3,2
"2021/03/22 12:13:39 pm CET","Över 65 år","Ja (papperstidning)",1,1,1,1,1,1,1,1
"2021/03/22 12:14:21 pm CET","40-65 år","Ja (papperstidning)",4,4,3,4,5,4,4,3
"2021/03/22 12:14:51 pm CET","Över 65 år","Nej och har aldrig varit",1,1,2,1,1,2,2,1
"2021/03/22 12:15:25 pm CET","40-65 år","Ja (papperstidning)",4,2,3,2,2,2,2,4
"2021/03/22 12:15:33 pm CET","40-65 år","Nej, men har varit förut",3,4,5,3,5,5,4,4
"2021/03/22 12:15:48 pm CET","Över 65 år","Ja (papperstidning)",1,1,1,1,1,1,1,1
"2021/03/22 12:18:24 pm CET","Över 65 år","Ja (papperstidning)",3,4,2,2,4,2,1,3
"2021/03/22 12:20:47 pm CET","Över 65 år","Ja (papperstidning)",3,2,5,3,3,2,2,3
"2021/03/22 12:20:48 pm CET","40-65 år","Ja (papperstidning)",2,4,3,4,4,2,3,3
"2021/03/22 12:21:05 pm CET","Över 65 år","Ja (enbart digitalt)",4,2,2,5,4,1,1,1
"2021/03/22 12:22:30 pm CET","40-65 år","Ja (papperstidning)",4,3,5,3,4,2,1,1
"2021/03/22 12:22:34 pm CET","40-65 år","Ja (papperstidning)",3,2,3,2,3,2,2,1
"2021/03/22 12:22:36 pm CET","40-65 år","Ja (enbart digitalt)",1,2,4,2,2,4,4,2
"2021/03/22 12:24:30 pm CET","Över 65 år","Ja (enbart digitalt)",1,3,5,1,3,1,1,1
"2021/03/22 12:25:20 pm CET","40-65 år","Ja (enbart digitalt)",1,1,4,1,1,4,3,1
"2021/03/22 12:25:39 pm CET","Över 65 år","Ja (enbart digitalt)",4,5,5,4,4,2,2,4
"2021/03/22 12:26:09 pm CET","40-65 år","Ja (enbart digitalt)",3,4,5,4,5,4,4,2
"2021/03/22 12:26:29 pm CET","40-65 år","Nej, men har varit förut",2,3,2,3,3,5,5,3
"2021/03/22 12:26:42 pm CET","Över 65 år","Ja (papperstidning)",2,3,2,3,3,4,2,2
"2021/03/22 12:27:05 pm CET","40-65 år","Ja (papperstidning)",1,1,2,1,1,1,2,1
"2021/03/22 12:27:55 pm CET","Över 65 år","Ja (papperstidning)",3,2,4,2,5,4,3,3
