"Timestamp","Vilken.åldersgrupp.tillhör.du.","Är.du.prenumerant.hos.DN.","Hur.troligt.är.det.att.du.tecknar.paketet.","Hur.troligt.är.det.att.du.tecknar.paketet..1","Hur.troligt.är.det.att.du.tecknar.paketet..2","Hur.troligt.är.det.att.du.tecknar.paketet..3","Hur.troligt.är.det.att.du.tecknar.paketet..4","Hur.troligt.är.det.att.du.tecknar.paketet..5","Hur.troligt.är.det.att.du.tecknar.paketet..6","Hur.troligt.är.det.att.du.tecknar.paketet..7"
"2021/03/22 10:47:42 am CET","40-65 år","Ja (enbart digitalt)",1,1,1,1,1,1,1,1
"2021/03/22 10:48:10 am CET","40-65 år","Ja (papperstidning)",4,4,4,3,3,3,4,4
"2021/03/22 10:48:26 am CET","40-65 år","Ja (enbart digitalt)",3,4,2,1,1,3,3,4
"2021/03/22 10:48:36 am CET","40-65 år","Ja (enbart digitalt)",1,1,1,1,1,1,1,1
"2021/03/22 10:48:59 am CET","Över 65 år","Ja (enbart digitalt)",5,3,2,4,5,4,3,3
"2021/03/22 10:49:08 am CET","40-65 år","Ja (enbart digitalt)",4,1,1,1,5,1,1,1
"2021/03/22 10:49:27 am CET","Över 65 år","Ja (enbart digitalt)",3,1,1,3,3,2,1,1
"2021/03/22 10:49:43 am CET","40-65 år","Nej och har aldrig varit",5,1,1,3,4,1,1,3
"2021/03/22 10:49:51 am CET","40-65 år","Ja (enbart digitalt)",5,2,1,5,5,4,1,3
"2021/03/22 10:50:03 am CET","30-39 år","Ja (enbart digitalt)",2,1,1,2,2,1,1,1
"2021/03/22 10:50:14 am CET","Över 65 år","Ja (papperstidning)",4,3,1,1,4,4,4,2
"2021/03/22 10:50:58 am CET","40-65 år","Ja (enbart digitalt)",5,3,1,4,5,1,1,5
"2021/03/22 10:51:08 am CET","Över 65 år","Nej, men har varit förut",4,5,5,5,5,5,5,5
"2021/03/22 10:52:11 am CET","40-65 år","Ja (papperstidning)",2,2,2,2,2,2,2,2
"2021/03/22 10:52:17 am CET","30-39 år","Ja (enbart digitalt)",3,2,4,5,5,1,2,3
"2021/03/22 10:52:19 am CET","Över 65 år","Ja (papperstidning)",2,1,1,1,1,1,1,1
"2021/03/22 10:52:51 am CET","Under 30 år","Ja (enbart digitalt)",3,1,1,5,1,3,3,1
"2021/03/22 10:55:03 am CET","40-65 år","Nej, men har varit förut",3,1,2,3,3,2,1,2
"2021/03/22 10:55:11 am CET","30-39 år","Ja (enbart digitalt)",3,1,1,4,3,3,1,1
"2021/03/22 10:55:45 am CET","Över 65 år","Ja (enbart digitalt)",3,1,1,3,3,1,1,2
"2021/03/22 10:56:18 am CET","40-65 år","Nej, men har varit förut",5,1,1,4,3,2,1,3
"2021/03/22 10:56:54 am CET","Över 65 år","Ja (enbart digitalt)",5,1,1,1,2,1,3,2
"2021/03/22 10:57:32 am CET","30-39 år","Ja (enbart digitalt)",4,1,1,5,4,3,1,2
"2021/03/22 10:57:41 am CET","40-65 år","Ja (enbart digitalt)",2,1,1,2,2,1,1,1
"2021/03/22 10:58:02 am CET","40-65 år","Ja (papperstidning)",3,2,1,1,4,1,1,2
"2021/03/22 10:58:05 am CET","30-39 år","Ja (enbart digitalt)",5,2,3,4,5,2,1,4
"2021/03/22 10:58:31 am CET","40-65 år","Ja (papperstidning)",1,1,1,1,1,1,1,1
"2021/03/22 10:58:41 am CET","Över 65 år","Ja (enbart digitalt)",1,1,1,1,1,1,1,1
"2021/03/22 10:58:41 am CET","40-65 år","Ja (papperstidning)",2,2,1,3,4,2,2,3
"2021/03/22 10:58:42 am CET","40-65 år","Ja (enbart digitalt)",5,1,1,2,4,2,2,2
"2021/03/22 10:58:51 am CET","40-65 år","Ja (enbart digitalt)",5,1,1,5,5,1,1,1
"2021/03/22 10:59:07 am CET","Över 65 år","Ja (papperstidning)",4,2,2,1,2,2,2,2
"2021/03/22 10:59:27 am CET","Över 65 år","Ja (enbart digitalt)",1,1,1,3,3,1,1,1
"2021/03/22 10:59:32 am CET","40-65 år","Ja (enbart digitalt)",4,2,2,3,4,2,2,2
"2021/03/22 10:59:32 am CET","Över 65 år","Ja (enbart digitalt)",2,2,1,1,2,2,2,2
"2021/03/22 11:00:10 am CET","40-65 år","Ja (papperstidning)",3,1,1,2,3,2,2,2
"2021/03/22 11:00:16 am CET","Över 65 år","Ja (enbart digitalt)",5,1,1,1,1,1,1,1
"2021/03/22 11:00:37 am CET","40-65 år","Ja (enbart digitalt)",3,1,1,3,3,1,1,1
"2021/03/22 11:00:57 am CET","40-65 år","Ja (papperstidning)",2,2,3,3,4,3,3,2
"2021/03/22 11:01:56 am CET","Över 65 år","Ja (papperstidning)",3,2,1,2,2,2,1,1
"2021/03/22 11:02:27 am CET","40-65 år","Ja (enbart digitalt)",5,2,3,2,5,3,3,3
"2021/03/22 11:02:51 am CET","30-39 år","Ja (enbart digitalt)",5,1,1,1,1,1,1,1
"2021/03/22 11:02:55 am CET","40-65 år","Ja (papperstidning)",1,1,1,1,1,1,1,1
"2021/03/22 11:02:56 am CET","Över 65 år","Ja (enbart digitalt)",5,1,1,5,5,2,1,1
"2021/03/22 11:03:25 am CET","Över 65 år","Ja (enbart digitalt)",4,2,2,3,4,3,3,2
"2021/03/22 11:03:47 am CET","40-65 år","Nej och har aldrig varit",4,1,2,1,2,1,1,3
"2021/03/22 11:03:53 am CET","30-39 år","Ja (enbart digitalt)",5,1,1,5,5,1,1,1
"2021/03/22 11:04:29 am CET","Över 65 år","Ja (enbart digitalt)",5,3,1,3,4,1,3,4
"2021/03/22 11:05:17 am CET","40-65 år","Ja (enbart digitalt)",4,1,1,4,4,1,1,1
"2021/03/22 11:05:34 am CET","30-39 år","Nej, men har varit förut",1,1,1,1,1,1,1,1
"2021/03/22 11:07:30 am CET","40-65 år","Ja (enbart digitalt)",4,1,1,1,3,1,1,2
"2021/03/22 11:07:30 am CET","Över 65 år","Nej, men har varit förut",3,1,1,5,4,1,1,1
"2021/03/22 11:08:42 am CET","Över 65 år","Ja (enbart digitalt)",3,2,2,4,3,3,2,3
"2021/03/22 11:08:49 am CET","40-65 år","Ja (enbart digitalt)",2,2,2,2,2,5,3,5
"2021/03/22 11:08:52 am CET","30-39 år","Nej, men har varit förut",3,1,1,3,1,1,1,1
"2021/03/22 11:08:55 am CET","40-65 år","Ja (enbart digitalt)",5,1,1,4,3,1,1,1
"2021/03/22 11:08:55 am CET","Över 65 år","Ja (papperstidning)",1,1,1,1,1,1,1,1
"2021/03/22 11:08:56 am CET","Över 65 år","Ja (papperstidning)",3,4,4,1,1,2,3,2
"2021/03/22 11:10:31 am CET","40-65 år","Ja (enbart digitalt)",4,3,1,4,3,3,2,4
"2021/03/22 11:10:59 am CET","Över 65 år","Ja (enbart digitalt)",1,3,1,4,1,3,4,4
"2021/03/22 11:11:25 am CET","Över 65 år","Ja (enbart digitalt)",2,1,1,3,1,1,1,1
"2021/03/22 11:11:29 am CET","30-39 år","Ja (enbart digitalt)",2,1,1,2,2,1,1,1
"2021/03/22 11:12:46 am CET","Över 65 år","Ja (enbart digitalt)",5,2,2,4,2,2,1,2
"2021/03/22 11:13:49 am CET","40-65 år","Ja (enbart digitalt)",5,2,2,5,5,3,2,3
"2021/03/22 11:13:53 am CET","40-65 år","Nej och har aldrig varit",2,1,1,2,2,1,1,1
"2021/03/22 11:14:36 am CET","Över 65 år","Ja (enbart digitalt)",2,1,1,2,2,1,1,1
"2021/03/22 11:15:23 am CET","40-65 år","Ja (enbart digitalt)",4,1,1,2,3,2,1,2
"2021/03/22 11:15:23 am CET","40-65 år","Ja (enbart digitalt)",2,1,1,2,2,1,1,1
"2021/03/22 11:16:29 am CET","Över 65 år","Ja (enbart digitalt)",5,2,2,5,5,2,2,2
"2021/03/22 11:16:37 am CET","Över 65 år","Ja (enbart digitalt)",3,1,3,4,3,2,3,3
"2021/03/22 11:16:57 am CET","Över 65 år","Ja (papperstidning)",2,1,1,1,1,1,1,1
"2021/03/22 11:17:00 am CET","Över 65 år","Nej, men har varit förut",3,2,2,4,3,2,2,2
"2021/03/22 11:17:47 am CET","40-65 år","Ja (enbart digitalt)",4,4,1,5,2,3,2,4
"2021/03/22 11:18:00 am CET","40-65 år","Ja (enbart digitalt)",5,1,1,5,5,1,1,1
"2021/03/22 11:19:08 am CET","40-65 år","Ja (enbart digitalt)",5,1,1,5,5,1,1,1
"2021/03/22 11:19:25 am CET","40-65 år","Ja (enbart digitalt)",4,2,1,4,5,3,1,1
"2021/03/22 11:20:24 am CET","Över 65 år","Ja (papperstidning)",4,2,2,1,2,2,1,2
"2021/03/22 11:20:25 am CET","30-39 år","Ja (enbart digitalt)",4,1,1,4,4,1,1,1
"2021/03/22 11:20:26 am CET","Under 30 år","Ja (enbart digitalt)",2,1,1,2,2,1,1,1
"2021/03/22 11:21:33 am CET","30-39 år","Ja (enbart digitalt)",3,1,1,5,3,1,1,1
"2021/03/22 11:23:11 am CET","Över 65 år","Ja (enbart digitalt)",4,4,1,4,1,4,2,2
"2021/03/22 11:23:40 am CET","40-65 år","Ja (papperstidning)",1,1,1,1,1,1,1,1
"2021/03/22 11:25:23 am CET","Över 65 år","Ja (papperstidning)",2,3,3,3,2,2,2,3
"2021/03/22 11:25:50 am CET","Över 65 år","Ja (enbart digitalt)",1,1,1,1,1,1,1,1
"2021/03/22 11:28:52 am CET","40-65 år","Ja (papperstidning)",5,5,1,5,5,2,3,5
"2021/03/22 11:31:01 am CET","40-65 år","Ja (enbart digitalt)",5,2,2,5,5,3,1,3
"2021/03/22 11:32:13 am CET","Över 65 år","Ja (papperstidning)",3,1,1,3,2,1,1,1
"2021/03/22 11:33:20 am CET","40-65 år","Ja (enbart digitalt)",5,1,1,5,5,1,1,2
"2021/03/22 11:36:49 am CET","40-65 år","Nej och har aldrig varit",1,1,1,1,1,1,1,1
"2021/03/22 11:37:39 am CET","30-39 år","Ja (enbart digitalt)",5,2,1,5,5,2,1,2
"2021/03/22 11:37:59 am CET","30-39 år","Ja (enbart digitalt)",5,1,1,4,4,1,1,1
"2021/03/22 11:38:15 am CET","Under 30 år","Ja (enbart digitalt)",1,1,1,5,1,1,1,1
"2021/03/22 11:38:42 am CET","Över 65 år","Ja (enbart digitalt)",5,1,1,3,1,1,1,1
"2021/03/22 11:38:58 am CET","40-65 år","Ja (enbart digitalt)",5,2,2,3,2,3,2,3
"2021/03/22 11:39:14 am CET","40-65 år","Ja (papperstidning)",3,1,1,4,4,2,1,2
"2021/03/22 11:39:19 am CET","40-65 år","Ja (enbart digitalt)",4,2,2,3,4,2,2,3
"2021/03/22 11:39:38 am CET","Över 65 år","Ja (papperstidning)",3,2,2,1,2,2,3,3
"2021/03/22 11:39:55 am CET","40-65 år","Ja (enbart digitalt)",3,2,1,2,3,1,1,2
"2021/03/22 11:40:48 am CET","Över 65 år","Ja (enbart digitalt)",5,1,1,1,4,1,1,2
"2021/03/22 11:41:12 am CET","40-65 år","Ja (enbart digitalt)",5,1,2,1,4,1,1,3
"2021/03/22 11:41:19 am CET","40-65 år","Ja (enbart digitalt)",1,2,1,5,1,3,2,1
"2021/03/22 11:41:31 am CET","40-65 år","Ja (enbart digitalt)",3,1,1,3,3,2,1,2
"2021/03/22 11:41:37 am CET","Över 65 år","Ja (enbart digitalt)",1,1,1,4,1,4,1,5
"2021/03/22 11:41:50 am CET","40-65 år","Ja (papperstidning)",3,1,1,3,3,2,1,1
"2021/03/22 11:43:25 am CET","40-65 år","Nej och har aldrig varit",1,1,1,1,1,1,1,1
"2021/03/22 11:43:30 am CET","40-65 år","Ja (papperstidning)",1,1,1,1,1,1,1,1
"2021/03/22 11:43:45 am CET","30-39 år","Ja (enbart digitalt)",3,1,1,2,3,2,1,2
"2021/03/22 11:45:09 am CET","40-65 år","Ja (enbart digitalt)",5,1,1,3,5,1,1,1
"2021/03/22 11:46:44 am CET","40-65 år","Ja (enbart digitalt)",5,1,1,5,5,1,1,1
"2021/03/22 11:47:26 am CET","40-65 år","Ja (papperstidning)",3,1,1,3,3,2,1,2
"2021/03/22 11:48:14 am CET","30-39 år","Ja (enbart digitalt)",4,1,1,4,4,2,1,1
"2021/03/22 11:48:42 am CET","Över 65 år","Ja (enbart digitalt)",5,1,1,4,4,1,1,2
"2021/03/22 11:49:04 am CET","Över 65 år","Ja (papperstidning)",2,2,2,2,2,2,2,5
"2021/03/22 11:50:42 am CET","Över 65 år","Nej, men har varit förut",2,1,1,3,3,1,1,1
"2021/03/22 11:50:51 am CET","40-65 år","Ja (enbart digitalt)",5,1,1,5,5,1,1,1
"2021/03/22 11:51:15 am CET","Över 65 år","Ja (enbart digitalt)",5,1,1,4,3,1,2,1
"2021/03/22 11:52:03 am CET","40-65 år","Ja (enbart digitalt)",4,2,1,4,4,2,1,3
"2021/03/22 11:52:04 am CET","Över 65 år","Ja (enbart digitalt)",4,3,3,3,3,3,3,3
"2021/03/22 11:52:17 am CET","40-65 år","Ja (papperstidning)",4,1,1,4,4,3,1,3
"2021/03/22 11:52:58 am CET","40-65 år","Ja (papperstidning)",4,1,1,4,4,3,1,3
"2021/03/22 11:53:09 am CET","40-65 år","Ja (enbart digitalt)",4,2,2,3,4,3,2,3
"2021/03/22 11:53:16 am CET","Över 65 år","Ja (enbart digitalt)",1,1,1,1,1,1,1,1
"2021/03/22 11:53:39 am CET","40-65 år","Ja (enbart digitalt)",2,1,1,3,3,1,1,1
"2021/03/22 11:54:10 am CET","Över 65 år","Ja (papperstidning)",1,1,1,2,2,1,1,1
"2021/03/22 11:55:17 am CET","Över 65 år","Nej och har aldrig varit",1,1,1,1,1,1,1,1
"2021/03/22 11:55:20 am CET","30-39 år","Ja (enbart digitalt)",4,1,1,5,5,2,1,3
"2021/03/22 11:55:43 am CET","40-65 år","Ja (enbart digitalt)",3,2,4,3,3,1,2,3
"2021/03/22 11:56:10 am CET","40-65 år","Ja (enbart digitalt)",4,1,1,5,4,3,1,2
"2021/03/22 11:56:13 am CET","Över 65 år","Ja (enbart digitalt)",1,1,1,1,1,1,1,1
"2021/03/22 11:57:21 am CET","Över 65 år","Nej, men har varit förut",4,2,2,4,4,3,2,2
"2021/03/22 11:57:32 am CET","40-65 år","Ja (enbart digitalt)",1,1,1,1,1,1,1,1
"2021/03/22 11:58:40 am CET","Över 65 år","Ja (enbart digitalt)",4,1,1,5,5,2,1,1
"2021/03/22 12:00:39 pm CET","Över 65 år","Ja (papperstidning)",2,1,1,2,1,2,2,1
"2021/03/22 12:01:24 pm CET","30-39 år","Ja (papperstidning)",1,1,1,1,1,1,1,1
"2021/03/22 12:02:34 pm CET","Över 65 år","Ja (enbart digitalt)",4,1,1,4,4,1,1,1
"2021/03/22 12:02:53 pm CET","Över 65 år","Ja (papperstidning)",5,5,1,1,1,1,1,1
"2021/03/22 12:03:16 pm CET","40-65 år","Ja (papperstidning)",4,2,2,4,2,4,1,2
"2021/03/22 12:03:31 pm CET","Över 65 år","Ja (enbart digitalt)",5,2,1,4,1,4,2,1
"2021/03/22 12:03:56 pm CET","Över 65 år","Ja (papperstidning)",5,3,4,4,3,4,3,3
"2021/03/22 12:04:09 pm CET","40-65 år","Ja (enbart digitalt)",5,1,1,5,5,1,1,1
"2021/03/22 12:04:28 pm CET","40-65 år","Ja (enbart digitalt)",1,5,1,1,1,1,1,1
"2021/03/22 12:05:36 pm CET","Över 65 år","Ja (enbart digitalt)",4,1,1,1,2,1,1,1
"2021/03/22 12:06:35 pm CET","40-65 år","Ja (enbart digitalt)",5,1,1,1,2,1,1,3
"2021/03/22 12:07:01 pm CET","Över 65 år","Ja (enbart digitalt)",3,2,2,5,3,2,2,2
"2021/03/22 12:08:17 pm CET","30-39 år","Ja (enbart digitalt)",5,2,2,5,5,2,2,2
"2021/03/22 12:08:30 pm CET","40-65 år","Ja (enbart digitalt)",4,1,1,4,4,1,1,2
"2021/03/22 12:09:12 pm CET","40-65 år","Ja (enbart digitalt)",5,1,1,2,5,2,1,2
"2021/03/22 12:10:37 pm CET","Över 65 år","Ja (enbart digitalt)",3,1,1,2,2,2,2,1
"2021/03/22 12:11:49 pm CET","40-65 år","Ja (enbart digitalt)",4,1,1,4,4,1,1,1
"2021/03/22 12:11:51 pm CET","40-65 år","Ja (enbart digitalt)",5,1,1,1,1,1,1,1
"2021/03/22 12:12:07 pm CET","40-65 år","Ja (enbart digitalt)",3,1,1,3,3,1,1,1
"2021/03/22 12:12:26 pm CET","40-65 år","Ja (enbart digitalt)",3,1,1,2,4,1,1,1
"2021/03/22 12:12:47 pm CET","40-65 år","Ja (enbart digitalt)",4,1,1,3,4,1,1,1
"2021/03/22 12:13:34 pm CET","40-65 år","Ja (enbart digitalt)",4,1,1,4,4,2,1,3
"2021/03/22 12:13:36 pm CET","40-65 år","Ja (enbart digitalt)",2,1,1,2,2,1,1,2
"2021/03/22 12:14:33 pm CET","Över 65 år","Ja (enbart digitalt)",4,2,2,4,4,2,2,3
"2021/03/22 12:15:16 pm CET","40-65 år","Ja (enbart digitalt)",4,1,1,4,5,1,1,3
"2021/03/22 12:15:46 pm CET","40-65 år","Ja (enbart digitalt)",5,1,1,5,1,1,1,1
"2021/03/22 12:16:04 pm CET","40-65 år","Ja (enbart digitalt)",4,1,1,5,5,1,1,1
"2021/03/22 12:16:14 pm CET","Under 30 år","Ja (enbart digitalt)",3,2,1,4,2,2,3,2
"2021/03/22 12:16:23 pm CET","40-65 år","Ja (enbart digitalt)",4,1,1,4,4,3,1,3
"2021/03/22 12:16:31 pm CET","30-39 år","Ja (enbart digitalt)",5,2,2,5,5,2,2,2
"2021/03/22 12:18:03 pm CET","Över 65 år","Ja (enbart digitalt)",5,3,2,4,5,4,3,3
"2021/03/22 12:19:43 pm CET","40-65 år","Ja (enbart digitalt)",3,1,1,3,3,1,1,1
"2021/03/22 12:19:46 pm CET","40-65 år","Ja (enbart digitalt)",3,1,2,1,4,2,1,1
"2021/03/22 12:20:08 pm CET","Över 65 år","Ja (enbart digitalt)",5,1,1,5,5,1,1,1
"2021/03/22 12:20:10 pm CET","Under 30 år","Ja (papperstidning)",3,2,2,3,3,2,2,2
"2021/03/22 12:20:57 pm CET","30-39 år","Ja (enbart digitalt)",4,1,1,5,5,1,1,2
"2021/03/22 12:21:13 pm CET","Över 65 år","Ja (enbart digitalt)",3,1,1,4,4,1,1,1
"2021/03/22 12:22:06 pm CET","40-65 år","Ja (enbart digitalt)",4,3,3,5,4,4,4,3
"2021/03/22 12:22:08 pm CET","30-39 år","Ja (papperstidning)",1,1,1,1,1,1,1,1
"2021/03/22 12:22:31 pm CET","30-39 år","Ja (enbart digitalt)",4,1,2,3,5,1,1,1
"2021/03/22 12:22:38 pm CET","Över 65 år","Ja (enbart digitalt)",1,1,1,1,1,1,1,1
"2021/03/22 12:23:59 pm CET","40-65 år","Nej, men har varit förut",1,1,1,1,1,1,1,1
"2021/03/22 12:24:27 pm CET","Över 65 år","Ja (enbart digitalt)",5,1,1,1,5,1,1,4
"2021/03/22 12:25:11 pm CET","Över 65 år","Ja (enbart digitalt)",4,1,1,4,4,2,1,1
"2021/03/22 12:26:00 pm CET","40-65 år","Ja (enbart digitalt)",5,2,2,3,5,3,2,5
"2021/03/22 12:26:09 pm CET","Under 30 år","Ja (enbart digitalt)",4,3,4,3,4,4,3,4
"2021/03/22 12:27:10 pm CET","Över 65 år","Nej, men har varit förut",3,1,1,1,1,1,1,1
"2021/03/22 12:28:31 pm CET","Över 65 år","Ja (enbart digitalt)",4,2,2,2,3,2,2,3
"2021/03/22 12:29:27 pm CET","Under 30 år","Ja (enbart digitalt)",5,2,1,3,5,2,3,3
"2021/03/22 12:29:50 pm CET","40-65 år","Ja (enbart digitalt)",5,1,1,3,4,1,1,1
"2021/03/22 12:30:18 pm CET","Över 65 år","Ja (papperstidning)",1,1,1,1,1,1,1,1
"2021/03/22 12:30:21 pm CET","40-65 år","Ja (enbart digitalt)",4,1,1,4,1,2,1,1
"2021/03/22 12:31:46 pm CET","Över 65 år","Ja (papperstidning)",1,1,1,1,1,1,1,1
"2021/03/22 12:31:53 pm CET","40-65 år","Ja (enbart digitalt)",4,1,1,4,4,2,2,2
"2021/03/22 12:32:25 pm CET","40-65 år","Ja (enbart digitalt)",2,2,2,3,2,2,2,3
"2021/03/22 12:32:49 pm CET","40-65 år","Nej, men har varit förut",1,1,1,1,1,1,1,1
"2021/03/22 12:33:35 pm CET","40-65 år","Ja (enbart digitalt)",1,1,1,1,1,1,1,1
"2021/03/22 12:35:06 pm CET","40-65 år","Ja (enbart digitalt)",1,1,1,1,3,1,1,1
"2021/03/22 12:35:30 pm CET","40-65 år","Ja (enbart digitalt)",5,2,1,4,4,4,2,4
"2021/03/22 12:35:58 pm CET","Under 30 år","Nej och har aldrig varit",1,1,1,1,1,1,1,1
"2021/03/22 12:36:23 pm CET","40-65 år","Ja (enbart digitalt)",5,1,1,3,5,1,1,3
"2021/03/22 12:36:31 pm CET","Över 65 år","Ja (papperstidning)",5,1,1,3,3,2,1,1
"2021/03/22 12:36:34 pm CET","Under 30 år","Nej och har aldrig varit",1,1,1,1,1,1,1,1
"2021/03/22 12:36:43 pm CET","Under 30 år","Nej och har aldrig varit",1,1,1,1,1,1,1,1
"2021/03/22 12:36:57 pm CET","Under 30 år","Nej och har aldrig varit",1,1,1,1,1,1,1,1
"2021/03/22 12:37:59 pm CET","40-65 år","Ja (enbart digitalt)",2,1,1,3,2,2,1,2
"2021/03/22 12:38:26 pm CET","40-65 år","Ja (enbart digitalt)",2,1,1,1,2,1,1,1
"2021/03/22 12:38:35 pm CET","40-65 år","Ja (enbart digitalt)",4,2,2,4,3,4,3,2
"2021/03/22 12:38:43 pm CET","Över 65 år","Ja (papperstidning)",1,1,1,1,1,1,1,1
"2021/03/22 12:38:54 pm CET","40-65 år","Ja (enbart digitalt)",5,1,1,2,2,1,1,2
"2021/03/22 12:39:38 pm CET","Över 65 år","Nej, men har varit förut",4,1,1,4,4,1,1,1
"2021/03/22 12:40:05 pm CET","30-39 år","Nej, men har varit förut",4,4,2,1,2,2,1,1
"2021/03/22 12:41:52 pm CET","Över 65 år","Ja (enbart digitalt)",2,2,2,2,2,4,2,4
"2021/03/22 12:41:57 pm CET","40-65 år","Ja (papperstidning)",2,2,1,5,5,1,1,1
"2021/03/22 12:42:05 pm CET","40-65 år","Ja (enbart digitalt)",2,1,1,2,2,1,1,1
"2021/03/22 12:42:10 pm CET","40-65 år","Nej, men har varit förut",4,1,1,3,2,2,1,3
"2021/03/22 12:43:18 pm CET","40-65 år","Ja (enbart digitalt)",4,1,1,5,4,2,1,1
"2021/03/22 12:43:32 pm CET","40-65 år","Ja (enbart digitalt)",3,1,1,3,3,1,1,1
"2021/03/22 12:43:54 pm CET","Över 65 år","Ja (papperstidning)",1,1,1,1,1,1,1,1
"2021/03/22 12:44:02 pm CET","40-65 år","Ja (enbart digitalt)",3,1,1,3,5,1,1,2
"2021/03/22 12:44:07 pm CET","40-65 år","Ja (papperstidning)",2,2,2,2,2,2,2,2
"2021/03/22 12:44:15 pm CET","40-65 år","Ja (enbart digitalt)",5,1,2,4,5,3,2,3
"2021/03/22 12:44:18 pm CET","30-39 år","Ja (enbart digitalt)",4,1,1,1,1,1,1,1
"2021/03/22 12:44:43 pm CET","40-65 år","Ja (papperstidning)",1,1,1,1,1,1,1,1
"2021/03/22 12:45:16 pm CET","40-65 år","Ja (enbart digitalt)",5,1,1,5,5,1,1,1
"2021/03/22 12:45:30 pm CET","40-65 år","Ja (enbart digitalt)",5,3,3,4,5,2,1,2
"2021/03/22 12:46:37 pm CET","40-65 år","Ja (enbart digitalt)",1,1,1,1,1,1,1,1
"2021/03/22 12:47:01 pm CET","40-65 år","Ja (enbart digitalt)",5,1,1,5,5,3,2,1
"2021/03/22 12:47:17 pm CET","40-65 år","Ja (enbart digitalt)",3,2,3,3,3,2,2,2
"2021/03/22 12:47:48 pm CET","40-65 år","Ja (enbart digitalt)",5,1,1,5,5,1,1,1
"2021/03/22 12:48:01 pm CET","40-65 år","Ja (enbart digitalt)",3,1,1,3,4,1,1,2
"2021/03/22 12:48:43 pm CET","40-65 år","Ja (papperstidning)",4,1,1,1,1,1,3,4
"2021/03/22 12:48:47 pm CET","40-65 år","Ja (enbart digitalt)",3,2,4,3,3,4,3,3
